freq [Hz]	dBv	Phase [deg]
242	87.89036	15.796699
243	87.876045	15.580743
244	87.846538	15.531388
245	87.830556	15.715223
246	87.829454	15.823827
247	87.848678	15.995125
248	87.844798	16.128091
249	87.87337	16.273196
250	87.882119	16.465927
251	87.911692	16.847576
252	87.97319	17.075495
253	88.062036	17.25478
254	88.141186	17.164139
255	88.210089	17.056938
256	88.273593	16.89772
257	88.338821	16.693672
258	88.418663	16.426061
259	88.453024	16.048512
260	88.491429	15.742567
261	88.559954	15.488616
262	88.592986	15.004191
263	88.630088	14.573205
264	88.646514	14.045208
265	88.655943	13.596889
266	88.652831	13.168506
267	88.638681	12.710566
268	88.613129	12.350892
269	88.579657	12.129912
270	88.546746	11.974455
271	88.530479	12.021554
272	88.545858	11.971752
273	88.546008	11.925156
274	88.565884	11.829776
275	88.599783	11.711074
276	88.622025	11.513486
277	88.635612	11.178021
278	88.64054	10.950917
279	88.640925	10.674821
280	88.619043	10.638856
281	88.649557	10.68821
282	88.701799	10.53127
283	88.751472	10.209875
284	88.792205	9.784523
285	88.822166	9.212035
286	88.825854	8.597959
287	88.808036	8.004793
288	88.769843	7.437994
289	88.721124	7.052743
290	88.676382	6.838053
291	88.641856	6.555267
292	88.619882	6.356965
293	88.603013	6.074172
294	88.566355	5.737019
295	88.520019	5.453208
296	88.476979	5.270409
297	88.42834	5.168404
298	88.380726	5.06884
299	88.351749	5.135101
300	88.342083	5.164374
301	88.318692	5.087386
302	88.332413	5.026854
303	88.332701	4.872439
304	88.319001	4.522119
305	88.279759	4.287661
306	88.256419	4.183513
307	88.212489	4.059378
308	88.200467	3.959644
309	88.166272	3.839462
310	88.140236	3.727362
311	88.106785	3.787873
312	88.105468	3.664004
313	88.103943	3.541857
314	88.081177	3.292727
315	88.045408	3.049037
316	88.008465	2.869022
317	87.966519	2.808956
318	87.919518	2.687278
319	87.886319	2.708895
320	87.851949	2.612687
321	87.811905	2.627746
322	87.775379	2.61425
323	87.740018	2.617866
324	87.710965	2.627674
325	87.665523	2.591832
326	87.622038	2.668485
327	87.581777	2.804035
328	87.559663	2.93855
329	87.524702	3.013944
330	87.495288	3.095975
331	87.472576	3.321642
332	87.43084	3.408828
333	87.408686	3.677205
334	87.391168	3.961784
335	87.390542	4.264914
336	87.401731	4.514175
337	87.429717	4.59386
338	87.429665	4.651205
339	87.438624	4.689272
340	87.434028	4.83059
341	87.451639	4.877702
342	87.456439	4.933094
343	87.474164	5.010868
344	87.493233	4.955504
345	87.492937	4.904277
346	87.497414	4.787318
347	87.475771	4.803078
348	87.465749	4.793274
349	87.450978	4.940713
350	87.450224	5.023205
351	87.447854	5.160885
352	87.454721	5.320181
353	87.476674	5.456299
354	87.510503	5.45343
355	87.516489	5.405859
356	87.517376	5.408152
357	87.530504	5.522524
358	87.542442	5.631645
359	87.588912	5.7168
360	87.632846	5.657513
361	87.663838	5.446085
362	87.696917	5.184674
363	87.684452	4.890615
364	87.684767	4.761413
365	87.672532	4.582295
366	87.658753	4.464284
367	87.649521	4.478014
368	87.650482	4.491424
369	87.658241	4.330242
370	87.650278	4.357064
371	87.66738	4.305242
372	87.665118	4.145509
373	87.667807	4.113776
374	87.667161	4.04883
375	87.672722	3.958086
376	87.680109	3.90666
377	87.689953	3.801705
378	87.688506	3.628874
379	87.685374	3.551226
380	87.685362	3.463595
381	87.689127	3.39599
382	87.699417	3.222636
383	87.697024	3.069225
384	87.690254	2.903537
385	87.678771	2.704882
386	87.668882	2.62995
387	87.659451	2.544016
388	87.661435	2.306591
389	87.646097	2.273927
390	87.643684	2.007733
391	87.619181	1.829413
392	87.606975	1.704171
393	87.566379	1.55369
394	87.55287	1.449388
395	87.523555	1.386637
396	87.49267	1.313452
397	87.469694	1.278025
398	87.444384	1.284757
399	87.429142	1.236069
400	87.402077	1.18481
401	87.378722	1.221357
402	87.356907	1.192306
403	87.334261	1.218035
404	87.30824	1.255888
405	87.292368	1.320491
406	87.267463	1.409399
407	87.251502	1.54385
408	87.249879	1.627824
409	87.248365	1.7207
410	87.231854	1.747265
411	87.226348	1.802233
412	87.219558	1.884682
413	87.204712	1.941126
414	87.200713	2.138075
415	87.212435	2.169339
416	87.207055	2.195327
417	87.215589	2.344678
418	87.21815	2.342328
419	87.220027	2.325849
420	87.218983	2.475802
421	87.220075	2.567064
422	87.236181	2.574338
423	87.251675	2.761376
424	87.277436	2.740338
425	87.297591	2.629542
426	87.305552	2.568201
427	87.314126	2.479047
428	87.305853	2.460783
429	87.320656	2.457677
430	87.322531	2.407226
431	87.326536	2.404902
432	87.334592	2.398064
433	87.341749	2.445664
434	87.357626	2.419188
435	87.372631	2.432956
436	87.3942	2.373784
437	87.417396	2.329709
438	87.423442	2.246289
439	87.45519	2.144253
440	87.46715	2.020868
441	87.486505	1.998268
442	87.508029	1.756441
443	87.528004	1.697321
444	87.554367	1.521769
445	87.577148	1.217817
446	87.594184	1.05274
447	87.614145	0.732989
448	87.616754	0.29933
449	87.60973	0.111587
450	87.614435	-0.209124
451	87.607305	-0.453949
452	87.613394	-0.884336
453	87.589362	-1.14171
454	87.577438	-1.516089
455	87.556895	-1.794303
456	87.531019	-2.149531
457	87.506543	-2.493102
458	87.458493	-2.780253
459	87.408325	-2.995791
460	87.383413	-3.171263
461	87.343636	-3.382337
462	87.30152	-3.607638
463	87.256611	-3.812586
464	87.213433	-3.96242
465	87.164029	-4.188635
466	87.107823	-4.340317
467	87.050495	-4.510578
468	86.973665	-4.585905
469	86.910571	-4.601867
470	86.853842	-4.498044
471	86.789347	-4.52005
472	86.735462	-4.420593
473	86.680233	-4.254382
474	86.631539	-4.114139
475	86.587531	-4.002232
476	86.543939	-3.802895
477	86.512788	-3.581835
478	86.47844	-3.476803
479	86.448458	-3.287993
480	86.410805	-3.144619
481	86.389172	-2.915091
482	86.360013	-2.766219
483	86.329826	-2.601682
484	86.306301	-2.404142
485	86.281864	-2.178589
486	86.254101	-2.016749
487	86.242506	-1.720128
488	86.229608	-1.626991
489	86.208491	-1.396144
490	86.203052	-1.19703
491	86.164231	-1.104478
492	86.162811	-0.782668
493	86.143151	-0.559059
494	86.120133	-0.329001
495	86.118592	0.00077
496	86.109741	0.256089
497	86.100272	0.53261
498	86.111229	0.897981
499	86.108021	1.178176
500	86.11399	1.393747
501	86.137333	1.822731
502	86.156459	2.054756
503	86.1867	2.330224
504	86.221811	2.539507
505	86.253924	2.701178
506	86.29054	2.905913
507	86.344951	2.90734
508	86.360991	2.995346
509	86.396572	2.976932
510	86.42371	2.906496
511	86.420876	2.982235
512	86.446802	3.085164
513	86.475331	3.085996
514	86.490408	3.135161
515	86.515566	3.150703
516	86.532475	3.257055
517	86.555305	3.234684
518	86.583845	3.323088
519	86.614379	3.408655
520	86.640003	3.374023
521	86.672179	3.374285
522	86.70552	3.40312
523	86.738026	3.386252
524	86.76927	3.308856
525	86.813695	3.226202
526	86.840152	3.210056
527	86.879749	3.000077
528	86.922916	2.857997
529	86.943646	2.568197
530	86.963549	2.367483
531	86.962834	2.147151
532	86.982299	2.035089
533	87.003561	1.878846
534	87.016689	1.70023
535	87.036857	1.489389
536	87.049463	1.301627
537	87.079192	1.095212
538	87.091024	0.805395
539	87.105862	0.493794
540	87.114495	0.118132
541	87.107335	-0.195821
542	87.096992	-0.547122
543	87.075409	-0.824029
544	87.061406	-1.136933
545	87.031822	-1.366926
546	87.004716	-1.532789
547	86.982247	-1.706027
548	86.970918	-1.87879
549	86.95213	-2.143935
550	86.912266	-2.386568
551	86.863476	-2.461017
552	86.839855	-2.513906
553	86.816464	-2.603727
554	86.804306	-2.634064
555	86.772424	-2.843727
556	86.750332	-2.983732
557	86.723401	-3.029806
558	86.682242	-3.119496
559	86.672857	-3.186625
560	86.636337	-3.301658
561	86.614143	-3.372298
562	86.58065	-3.446035
563	86.538482	-3.532297
564	86.508484	-3.550058
565	86.46204	-3.502141
566	86.44207	-3.463225
567	86.419122	-3.440357
568	86.377555	-3.489557
569	86.355386	-3.518441
570	86.305472	-3.390007
571	86.279885	-3.346141
572	86.245951	-3.287995
573	86.215808	-3.20789
574	86.16857	-3.061271
575	86.143619	-2.876163
576	86.114774	-2.589587
577	86.11671	-2.356708
578	86.114402	-2.119259
579	86.129419	-2.09558
580	86.117299	-1.942384
581	86.119213	-1.870675
582	86.113137	-1.740538
583	86.132581	-1.628318
584	86.128004	-1.663233
585	86.118747	-1.602266
586	86.12191	-1.656242
587	86.088486	-1.54541
588	86.083721	-1.376062
589	86.087197	-1.197805
590	86.095389	-1.186466
591	86.097208	-1.040285
592	86.106345	-1.04291
593	86.092388	-0.965451
594	86.098171	-0.868696
595	86.100246	-0.718288
596	86.09848	-0.633241
597	86.120155	-0.475133
598	86.135194	-0.39315
599	86.141179	-0.397643
600	86.147563	-0.294352
601	86.157275	-0.065941
602	86.199629	0.151332
603	86.268321	0.125945
604	86.313214	-0.004896
605	86.357751	-0.309146
606	86.371685	-0.600373
607	86.372998	-0.81131
608	86.383989	-0.965451
609	86.380856	-1.267704
610	86.382241	-1.315181
611	86.388399	-1.490375
612	86.390174	-1.672606
613	86.39452	-1.911605
614	86.392612	-2.126517
615	86.37926	-2.334717
616	86.361624	-2.613878
617	86.346671	-2.703847
618	86.322734	-2.916321
619	86.310552	-3.065866
620	86.281643	-3.168584
621	86.266347	-3.301866
622	86.247565	-3.486351
623	86.204847	-3.590667
624	86.179573	-3.617409
625	86.150019	-3.61643
626	86.1397	-3.602231
627	86.144196	-3.706822
628	86.109867	-3.847752
629	86.102683	-3.972266
630	86.067813	-4.065094
631	86.052308	-4.161507
632	86.024951	-4.301732
633	85.977221	-4.404492
634	85.954614	-4.494393
635	85.892234	-4.420759
636	85.849328	-4.39006
637	85.825627	-4.178796
638	85.810111	-3.94427
639	85.804721	-3.800428
640	85.840523	-3.721244
641	85.85326	-3.865758
642	85.864312	-4.224571
643	85.819579	-4.404281
644	85.776615	-4.596429
645	85.744083	-4.580952
646	85.712455	-4.605334
647	85.685467	-4.649166
648	85.66647	-4.730799
649	85.620887	-4.928995
650	85.567638	-4.904998
651	85.523442	-4.970888
652	85.468684	-4.93859
653	85.412568	-4.955448
654	85.357642	-4.834754
655	85.287926	-4.666806
656	85.242959	-4.528756
657	85.193298	-4.234498
658	85.158418	-4.013192
659	85.107926	-3.801693
660	85.081222	-3.491963
661	85.040655	-3.247593
662	85.007241	-2.825593
663	84.995613	-2.486734
664	84.992587	-2.110787
665	84.997419	-1.837095
666	85.004021	-1.719386
667	84.978101	-1.637417
668	84.947699	-1.364161
669	84.913849	-1.025823
670	84.90401	-0.555525
671	84.927141	-0.126678
672	84.927908	0.143783
673	84.968164	0.522926
674	84.993957	0.656128
675	84.995836	0.655223
676	84.990296	0.930662
677	84.97879	1.140025
678	84.976312	1.60036
679	85.018469	2.027131
680	85.068108	2.224475
681	85.107275	2.434583
682	85.162018	2.446969
683	85.183958	2.392193
684	85.188468	2.499654
685	85.217165	2.643883
686	85.247693	2.825289
687	85.290929	2.862568
688	85.351913	2.871817
689	85.383475	2.708597
690	85.403581	2.380394
691	85.400495	2.297735
692	85.383977	2.200418
693	85.384296	2.214167
694	85.375056	2.222833
695	85.3642	2.246861
696	85.3739	2.45342
697	85.376444	2.441342
698	85.388762	2.582858
699	85.404802	2.571799
700	85.408978	2.614228
701	85.410269	2.7044
702	85.432346	2.849753
703	85.45951	2.886526
704	85.473737	2.793188
705	85.481352	2.813594
706	85.489996	2.953174
707	85.508086	2.898488
708	85.521362	2.925578
709	85.530846	3.051455
710	85.564193	3.101482
711	85.592591	3.150562
712	85.638911	3.023376
713	85.669842	2.949277
714	85.695053	2.72707
715	85.706547	2.478401
716	85.712669	2.241174
717	85.699685	2.231374
718	85.706551	2.056902
719	85.713211	1.966249
720	85.707303	1.890687
721	85.727265	1.778654
722	85.72287	1.612086
723	85.714718	1.529087
724	85.720219	1.375391
725	85.723901	1.346352
726	85.72547	1.258137
727	85.733776	1.008324
728	85.751427	0.893283
729	85.744686	0.556196
730	85.720625	0.169274
731	85.690739	-0.059261
732	85.640368	-0.20283
733	85.591902	-0.417966
734	85.53601	-0.41887
735	85.483902	-0.256609
736	85.448779	-0.249042
737	85.432871	0.001259
738	85.413553	-0.018543
739	85.376908	0.044236
740	85.359991	0.02411
741	85.3142	0.238413
742	85.28653	0.309424
743	85.237507	0.60371
744	85.23522	0.955781
745	85.231101	1.340269
746	85.245667	1.552274
747	85.276616	1.834949
748	85.299343	1.977001
749	85.347529	2.024497
750	85.360224	1.921004
751	85.37845	1.941796
752	85.387022	1.790865
753	85.389151	1.730971
754	85.38233	1.61653
755	85.350073	1.542107
756	85.327712	1.623978
757	85.306149	1.798654
758	85.301538	2.030645
759	85.314634	2.177048
760	85.328385	2.215926
761	85.335297	2.310046
762	85.333489	2.317158
763	85.343963	2.361539
764	85.329362	2.424786
765	85.32732	2.471148
766	85.32405	2.679319
767	85.326775	2.883712
768	85.364483	3.049162
769	85.380227	3.005606
770	85.397533	3.11492
771	85.416742	3.115331
772	85.425535	3.093942
773	85.437609	3.135724
774	85.430423	3.207679
775	85.447327	3.330903
776	85.47208	3.496562
777	85.507271	3.629084
778	85.555299	3.478776
779	85.585045	3.34488
780	85.590782	3.334468
781	85.611618	3.04
782	85.616029	3.09065
783	85.625539	3.036411
784	85.655615	2.970189
785	85.663234	2.811804
786	85.677796	2.669048
787	85.66413	2.572187
788	85.674592	2.620808
789	85.678912	2.462633
790	85.688277	2.622642
791	85.716753	2.4812
792	85.742833	2.395237
793	85.766269	2.259048
794	85.779271	1.993884
795	85.792846	1.664254
796	85.770937	1.505682
797	85.762382	1.284573
798	85.746622	1.174922
799	85.724206	1.070575
800	85.726067	1.066865
801	85.724785	0.943752
802	85.70979	0.809854
803	85.699657	0.806
804	85.718093	0.627996
805	85.687228	0.541164
806	85.690174	0.36653
807	85.664579	0.37502
808	85.669661	0.14355
809	85.64389	0.094416
810	85.628747	0.021124
811	85.617411	-0.051403
812	85.608127	-0.170189
813	85.582884	-0.271311
814	85.567045	-0.266377
815	85.555026	-0.462892
816	85.514783	-0.485962
817	85.482528	-0.531623
818	85.459694	-0.380861
819	85.44165	-0.392636
820	85.424737	-0.346326
821	85.421499	-0.300506
822	85.394194	-0.273223
823	85.398348	-0.29753
824	85.381593	-0.331207
825	85.364571	-0.319041
826	85.336358	-0.405877
827	85.316961	-0.275176
828	85.296496	-0.227828
829	85.278448	-0.190663
830	85.270553	-0.02992
831	85.250852	-0.055111
832	85.234288	0.08426
833	85.229898	0.195626
834	85.225324	0.233941
835	85.212446	0.335773
836	85.207365	0.349735
837	85.197467	0.425911
838	85.193044	0.486197
839	85.173033	0.587275
840	85.16989	0.5431
841	85.159048	0.818374
842	85.150629	0.824158
843	85.14822	0.913118
844	85.141999	1.061526
845	85.142577	1.157113
846	85.140879	1.181156
847	85.125141	1.352496
848	85.12007	1.435301
849	85.130349	1.644372
850	85.124026	1.769358
851	85.150157	1.791968
852	85.129767	1.950473
853	85.148435	2.017105
854	85.161	2.105258
855	85.159069	2.16522
856	85.168629	2.146377
857	85.16543	2.332292
858	85.176104	2.389222
859	85.18919	2.394007
860	85.185637	2.512826
861	85.193272	2.557707
862	85.189156	2.642991
863	85.198891	2.808448
864	85.196505	2.917671
865	85.222311	3.150001
866	85.246023	3.266119
867	85.283879	3.29878
868	85.305012	3.337964
869	85.326498	3.272602
870	85.349632	3.316101
871	85.350025	3.30885
872	85.390272	3.36371
873	85.396693	3.277111
874	85.414818	3.410023
875	85.444964	3.31371
876	85.468987	3.343826
877	85.486396	3.26146
878	85.518218	3.151208
879	85.529765	3.055072
880	85.544968	3.022224
881	85.565207	2.930026
882	85.581046	2.696291
883	85.591232	2.7478
884	85.601944	2.55844
885	85.614182	2.550183
886	85.629165	2.457968
887	85.647828	2.348297
888	85.662812	2.218863
889	85.6694	2.113435
890	85.681286	1.975624
891	85.689351	1.839214
892	85.694452	1.633383
893	85.687398	1.572234
894	85.690723	1.449848
895	85.698106	1.317326
896	85.694901	1.248119
897	85.704984	1.103154
898	85.717414	0.951662
899	85.708778	0.697179
900	85.702715	0.517277
901	85.687018	0.386251
902	85.666261	0.226481
903	85.657031	0.190323
904	85.647555	0.082407
905	85.631439	0.04706
906	85.621179	-0.023391
907	85.623311	-0.096484
908	85.602733	-0.166975
909	85.600202	-0.149787
910	85.591065	-0.313
911	85.591655	-0.412641
912	85.563389	-0.409394
913	85.553855	-0.577244
914	85.54203	-0.627349
915	85.509372	-0.674688
916	85.493618	-0.59672
917	85.479506	-0.61237
918	85.476799	-0.561613
919	85.470605	-0.635078
920	85.453097	-0.581214
921	85.438256	-0.680886
922	85.421256	-0.605562
923	85.408649	-0.473936
924	85.404747	-0.491775
925	85.392348	-0.297192
926	85.403732	-0.337534
927	85.402552	-0.172602
928	85.403635	-0.184704
929	85.411309	-0.095774
930	85.41857	-0.036261
931	85.433873	-0.085956
932	85.433628	-0.078244
933	85.436281	-0.110448
934	85.432042	-0.074921
935	85.439422	-0.021998
936	85.459699	-0.072289
937	85.454275	-0.065692
938	85.474498	-0.076303
939	85.486463	-0.184733
940	85.479981	-0.2689
941	85.493766	-0.274223
942	85.493548	-0.382879
943	85.483747	-0.463734
944	85.492381	-0.429518
945	85.479379	-0.490752
946	85.496677	-0.516756
947	85.47049	-0.51184
948	85.482963	-0.474175
949	85.494055	-0.398038
950	85.497067	-0.444805
951	85.506792	-0.541962
952	85.506747	-0.377452
953	85.520185	-0.54846
954	85.526692	-0.505524
955	85.527949	-0.517095
956	85.538072	-0.563223
957	85.553915	-0.576757
958	85.547651	-0.572862
959	85.575566	-0.544552
960	85.592399	-0.605269
961	85.605267	-0.624184
962	85.64598	-0.690618
963	85.655359	-0.83607
964	85.674548	-0.974115
965	85.697546	-1.088051
966	85.699443	-1.295353
967	85.71973	-1.446982
968	85.716692	-1.56052
969	85.73381	-1.726353
970	85.737548	-1.908635
971	85.746366	-2.116116
972	85.749436	-2.222171
973	85.748628	-2.49621
974	85.751489	-2.651368
975	85.7397	-2.861288
976	85.739115	-3.007422
977	85.734114	-3.142938
978	85.723993	-3.32158
979	85.725832	-3.507302
980	85.723822	-3.581539
981	85.705806	-3.855055
982	85.708133	-3.955678
983	85.691495	-4.101456
984	85.685103	-4.28118
985	85.67453	-4.4063
986	85.652157	-4.538867
987	85.649132	-4.588798
988	85.64217	-4.71677
989	85.637285	-4.863398
990	85.621486	-4.915602
991	85.630123	-5.073523
992	85.627967	-5.274113
993	85.605317	-5.393371
994	85.604666	-5.581535
995	85.603171	-5.682731
996	85.591672	-5.922676
997	85.587846	-6.0704
998	85.579001	-6.343322
999	85.548362	-6.546061
1000	85.547473	-6.806104
1001	85.494505	-6.990799
1002	85.470903	-7.134227
1003	85.432015	-7.296337
1004	85.406153	-7.405602
1005	85.362407	-7.41968
1006	85.340508	-7.562437
1007	85.303411	-7.597144
1008	85.284676	-7.524098
1009	85.248255	-7.715471
1010	85.235732	-7.608731
1011	85.205055	-7.677052
1012	85.193175	-7.652695
1013	85.171837	-7.774922
1014	85.16402	-7.723858
1015	85.131238	-7.894092
1016	85.123109	-7.892467
1017	85.103706	-7.975836
1018	85.065679	-8.118988
1019	85.052672	-8.112684
1020	85.022919	-8.111905
1021	84.997597	-8.198794
1022	84.970338	-8.246276
1023	84.939479	-8.220152
1024	84.91069	-8.202332
1025	84.881939	-8.128476
1026	84.863692	-8.106613
1027	84.843215	-8.021005
1028	84.822827	-7.995738
1029	84.804866	-7.895967
1030	84.793103	-7.847397
1031	84.783718	-7.765284
1032	84.769156	-7.769588
1033	84.761597	-7.713827
1034	84.735873	-7.61546
1035	84.737163	-7.561653
1036	84.731455	-7.485903
1037	84.731714	-7.422394
1038	84.742657	-7.379242
1039	84.726693	-7.396816
1040	84.747957	-7.496452
1041	84.73918	-7.453452
1042	84.7337	-7.519565
1043	84.728557	-7.667554
1044	84.713815	-7.627032
1045	84.709142	-7.652355
1046	84.698597	-7.703545
1047	84.687992	-7.732357
1048	84.679811	-7.683815
1049	84.679611	-7.694066
1050	84.686461	-7.751112
1051	84.66949	-7.85141
1052	84.662465	-7.837398
1053	84.670018	-7.902354
1054	84.656105	-7.985523
1055	84.650291	-8.006884
1056	84.649689	-8.111321
1057	84.637152	-8.183326
1058	84.638221	-8.263455
1059	84.617276	-8.400143
1060	84.602194	-8.364018
1061	84.599235	-8.448884
1062	84.593566	-8.533564
1063	84.576287	-8.594416
1064	84.563043	-8.665555
1065	84.54968	-8.705764
1066	84.538429	-8.730955
1067	84.525012	-8.788917
1068	84.512125	-8.832251
1069	84.51985	-8.797246
1070	84.50244	-8.982787
1071	84.490241	-9.040164
1072	84.488489	-9.150518
1073	84.468344	-9.178259
1074	84.443375	-9.327184
1075	84.436922	-9.333529
1076	84.426761	-9.426229
1077	84.403283	-9.463999
1078	84.392232	-9.549956
1079	84.386776	-9.679373
1080	84.351048	-9.747242
1081	84.342591	-9.805032
1082	84.32418	-9.847854
1083	84.30385	-9.950991
1084	84.292769	-10.011409
1085	84.26976	-10.075809
1086	84.247561	-10.121809
1087	84.242799	-10.187361
1088	84.210846	-10.260959
1089	84.190934	-10.36869
1090	84.17941	-10.292991
1091	84.15153	-10.502209
1092	84.130749	-10.482693
1093	84.105314	-10.599893
1094	84.080223	-10.563223
1095	84.055658	-10.698685
1096	84.034967	-10.622995
1097	84.010965	-10.685521
1098	83.997606	-10.723011
1099	83.968735	-10.851243
1100	83.94389	-10.781605
1101	83.907819	-10.884642
1102	83.895878	-10.85556
1103	83.868182	-10.914551
1104	83.840232	-10.993174
1105	83.804326	-10.990308
1106	83.771281	-11.127687
1107	83.733431	-10.995179
1108	83.688431	-10.973139
1109	83.684079	-10.875095
1110	83.645252	-10.870571
1111	83.61972	-10.888179
1112	83.589009	-10.743443
1113	83.557031	-10.729812
1114	83.530707	-10.641226
1115	83.504529	-10.441495
1116	83.47651	-10.41921
1117	83.459308	-10.233423
1118	83.440118	-10.022264
1119	83.428212	-10.068556
1120	83.419053	-9.850209
1121	83.380323	-9.740866
1122	83.385558	-9.538645
1123	83.395862	-9.490315
1124	83.376366	-9.450185
1125	83.368275	-9.359773
1126	83.362909	-9.267692
1127	83.345618	-9.196674
1128	83.353115	-9.015737
1129	83.346883	-9.084802
1130	83.346305	-8.961538
1131	83.329319	-8.903508
1132	83.328404	-8.88988
1133	83.328784	-8.812368
1134	83.325638	-8.797422
1135	83.315493	-8.860554
