freq [Hz]	dBv	Phase [deg]
2666	84.802794	4.74296
2667	84.800172	4.548936
2668	84.783966	4.420462
2669	84.77871	4.318644
2670	84.775332	4.204852
2671	84.769034	4.064852
2672	84.760574	3.930757
2673	84.744854	3.780641
2674	84.726051	3.679842
2675	84.710527	3.655363
2676	84.707607	3.61094
2677	84.703417	3.509024
2678	84.697932	3.400019
2679	84.691028	3.27666
2680	84.682167	3.139727
2681	84.668962	2.988707
2682	84.653443	2.846309
2683	84.633771	2.709649
2684	84.609725	2.553164
2685	84.581034	2.4647
2686	84.554574	2.405101
2687	84.525878	2.356756
2688	84.50392	2.31723
2689	84.479943	2.320077
2690	84.45862	2.293745
2691	84.439213	2.268534
2692	84.414772	2.286883
2693	84.396943	2.288627
2694	84.377303	2.292769
2695	84.35931	2.337935
2696	84.347836	2.375793
2697	84.338213	2.381081
2698	84.327561	2.370164
2699	84.316628	2.363643
2700	84.306061	2.36498
2701	84.297347	2.329583
2702	84.28673	2.298293
2703	84.272728	2.271048
2704	84.259844	2.239172
2705	84.248627	2.201143
2706	84.234132	2.188064
2707	84.220811	2.134718
2708	84.204284	2.084519
2709	84.187174	2.065107
2710	84.162669	2.027594
2711	84.141115	2.056068
2712	84.127848	2.104694
2713	84.11421	2.137394
2714	84.103823	2.121876
2715	84.094601	2.124271
2716	84.080416	2.09353
2717	84.062529	2.080492
2718	84.048456	2.043432
2719	84.024206	2.042461
2720	84.000883	2.103505
2721	83.986691	2.134344
2722	83.97279	2.202967
2723	83.956519	2.233023
2724	83.944099	2.30537
2725	83.933526	2.380509
2726	83.927382	2.422514
2727	83.92193	2.504714
2728	83.921476	2.53654
2729	83.920531	2.559481
2730	83.923299	2.570088
2731	83.92256	2.568307
2732	83.929628	2.510824
2733	83.926555	2.440945
2734	83.9234	2.346699
2735	83.910544	2.242021
2736	83.894861	2.163576
2737	83.880396	2.122245
2738	83.860491	2.08864
2739	83.850112	2.05351
2740	83.835203	2.008044
2741	83.821543	1.970194
2742	83.802035	1.902535
2743	83.786215	1.874139
2744	83.765587	1.847813
2745	83.751615	1.825086
2746	83.735412	1.759658
2747	83.712915	1.703639
2748	83.686721	1.667528
2749	83.66216	1.668177
2750	83.636409	1.667296
2751	83.613797	1.681172
2752	83.59173	1.711734
2753	83.567552	1.72432
2754	83.546352	1.757605
2755	83.525184	1.771657
2756	83.498905	1.81738
2757	83.475229	1.874449
2758	83.457291	1.936784
2759	83.436978	1.997982
2760	83.41762	2.059714
2761	83.398255	2.106263
2762	83.379006	2.170219
2763	83.35868	2.246384
2764	83.343011	2.346346
2765	83.324714	2.402949
2766	83.310067	2.488981
2767	83.298027	2.599555
2768	83.285921	2.672163
2769	83.276553	2.72922
2770	83.264662	2.800121
2771	83.252573	2.844596
2772	83.238572	2.918895
2773	83.227417	2.982243
2774	83.21297	3.049627
2775	83.201813	3.135532
2776	83.194074	3.188324
2777	83.180743	3.295324
2778	83.175921	3.338041
2779	83.169472	3.412646
2780	83.159679	3.44884
2781	83.15411	3.52409
2782	83.150658	3.547952
2783	83.139872	3.575452
2784	83.134703	3.624864
2785	83.127215	3.62593
2786	83.117631	3.664069
2787	83.11266	3.658628
2788	83.09681	3.680347
2789	83.090148	3.668445
2790	83.072971	3.685753
2791	83.058512	3.692518
2792	83.039436	3.725751
2793	83.023813	3.777947
2794	83.013631	3.856294
2795	83.000737	3.866936
2796	82.98956	3.930256
2797	82.980813	3.94529
2798	82.968187	3.975889
2799	82.957039	3.983446
2800	82.944134	3.991472
2801	82.927415	4.001559
2802	82.911517	4.025189
2803	82.895195	4.020803
2804	82.873174	4.06051
2805	82.853956	4.112531
2806	82.836043	4.147063
2807	82.817182	4.221993
2808	82.805744	4.269613
2809	82.7882	4.272498
2810	82.769704	4.301196
2811	82.746043	4.304763
2812	82.720621	4.343783
2813	82.694774	4.409231
2814	82.663927	4.4817
2815	82.641565	4.598736
2816	82.621229	4.691128
2817	82.591739	4.812971
2818	82.572099	4.960447
2819	82.556559	5.094671
2820	82.543246	5.217035
2821	82.52325	5.324199
2822	82.510609	5.427815
2823	82.493767	5.540936
2824	82.474726	5.628111
2825	82.459398	5.750027
2826	82.438848	5.806367
2827	82.41197	5.942208
2828	82.390493	6.067922
2829	82.364802	6.228977
2830	82.342807	6.391735
2831	82.320198	6.611562
2832	82.30918	6.80344
2833	82.291995	7.014314
2834	82.283575	7.20237
2835	82.278651	7.377339
2836	82.265057	7.53408
2837	82.252578	7.660819
2838	82.238546	7.851913
2839	82.217462	7.99712
2840	82.199915	8.253861
2841	82.187909	8.498713
2842	82.17957	8.736259
2843	82.17094	8.975061
2844	82.169161	9.256675
2845	82.167025	9.481773
2846	82.163809	9.71648
2847	82.162426	9.981043
2848	82.166076	10.288218
2849	82.176929	10.553893
2850	82.192772	10.799303
2851	82.20929	11.028296
2852	82.227839	11.228933
2853	82.248684	11.404677
2854	82.264124	11.534132
2855	82.280738	11.697864
2856	82.295527	11.820463
2857	82.308339	11.986022
2858	82.324979	12.129652
2859	82.34616	12.293773
2860	82.365657	12.37563
2861	82.383038	12.51318
2862	82.402641	12.59266
2863	82.420554	12.698395
2864	82.436841	12.759468
2865	82.454695	12.842601
2866	82.465597	12.934564
2867	82.484678	13.022407
2868	82.508248	13.119386
2869	82.529375	13.186302
2870	82.553695	13.202981
2871	82.580935	13.195523
2872	82.591702	13.187607
2873	82.606962	13.18047
2874	82.627438	13.161572
2875	82.632582	13.161533
2876	82.646852	13.123669
2877	82.65986	13.121568
2878	82.662741	13.115366
2879	82.677344	13.094879
2880	82.688595	13.063982
2881	82.695608	13.010074
2882	82.695857	12.959495
2883	82.701482	12.944439
2884	82.700066	12.915292
2885	82.708306	12.907624
2886	82.708797	12.861081
2887	82.708351	12.829082
2888	82.706936	12.809093
2889	82.707363	12.819768
2890	82.707878	12.780197
2891	82.705247	12.788931
2892	82.707555	12.779375
2893	82.708876	12.74017
2894	82.704105	12.717057
2895	82.70181	12.706588
2896	82.703647	12.665417
2897	82.695242	12.616659
2898	82.68685	12.580852
2899	82.679891	12.581778
2900	82.674148	12.551858
2901	82.666435	12.523141
2902	82.657772	12.475447
2903	82.640722	12.452013
2904	82.628263	12.399768
2905	82.606696	12.421785
2906	82.588687	12.424186
2907	82.566005	12.440411
2908	82.545537	12.507665
2909	82.52414	12.579999
2910	82.510333	12.66871
2911	82.49162	12.737026
2912	82.47386	12.826384
2913	82.458118	12.92953
2914	82.440134	13.057787
2915	82.428159	13.152564
2916	82.409943	13.272056
2917	82.396711	13.446236
2918	82.38421	13.573081
2919	82.372621	13.734186
2920	82.365246	13.949606
2921	82.36511	14.054625
2922	82.358736	14.229045
2923	82.35561	14.360531
2924	82.354175	14.505249
2925	82.346645	14.641112
2926	82.347772	14.812365
2927	82.345401	14.930045
2928	82.342784	15.082926
2929	82.338215	15.264284
2930	82.341266	15.425236
2931	82.345128	15.560829
2932	82.346025	15.728281
2933	82.341394	15.854287
2934	82.343164	16.049566
2935	82.344723	16.276612
2936	82.352694	16.428625
2937	82.363116	16.648081
2938	82.372205	16.83889
2939	82.388513	17.013554
2940	82.403259	17.183887
2941	82.42302	17.345765
2942	82.435798	17.500107
2943	82.461425	17.650282
2944	82.479576	17.791585
2945	82.504351	17.903361
2946	82.529185	18.006414
2947	82.549953	18.080413
2948	82.574095	18.153494
2949	82.595981	18.2133
2950	82.611543	18.253914
2951	82.633722	18.321546
2952	82.652184	18.38712
2953	82.673248	18.434679
2954	82.696442	18.490097
2955	82.719854	18.517952
2956	82.74135	18.513695
2957	82.761033	18.513122
2958	82.782328	18.539132
2959	82.802429	18.500864
2960	82.816712	18.458722
2961	82.827318	18.459625
2962	82.841796	18.4725
2963	82.86331	18.490599
2964	82.874379	18.463621
2965	82.893882	18.45932
2966	82.912339	18.447671
2967	82.931744	18.41631
2968	82.950572	18.367001
2969	82.970193	18.288675
2970	82.988846	18.205897
2971	83.002115	18.077252
2972	83.009504	17.941018
2973	83.014619	17.842509
2974	83.014884	17.736351
2975	83.012536	17.672116
2976	83.016651	17.609306
2977	83.014552	17.544492
2978	83.016207	17.499465
2979	83.015518	17.439439
2980	83.0157	17.406143
2981	83.020365	17.340261
2982	83.021227	17.285122
2983	83.020809	17.193666
2984	83.022244	17.121766
2985	83.015794	17.024723
2986	83.014397	16.95888
2987	83.005805	16.856571
2988	82.998536	16.801895
2989	82.987116	16.697977
2990	82.975019	16.65986
2991	82.95796	16.594661
2992	82.943054	16.579142
2993	82.929244	16.573403
2994	82.914483	16.552107
2995	82.903147	16.566954
2996	82.889505	16.548699
2997	82.876957	16.522343
2998	82.858549	16.522968
2999	82.839477	16.539805
3000	82.819668	16.54551
3001	82.800806	16.598735
3002	82.777623	16.679233
3003	82.76291	16.768651
3004	82.745749	16.857699
3005	82.73049	16.970532
3006	82.722675	17.114449
3007	82.712958	17.193751
3008	82.702614	17.326483
3009	82.695725	17.409239
3010	82.686345	17.533046
3011	82.67567	17.668689
3012	82.668059	17.814149
3013	82.66435	17.957699
3014	82.662184	18.119763
3015	82.663313	18.27751
3016	82.66316	18.437663
3017	82.675744	18.585478
3018	82.682343	18.711714
3019	82.693965	18.805132
3020	82.698649	18.912249
3021	82.714532	19.014995
3022	82.717969	19.085564
3023	82.732321	19.166976
3024	82.739112	19.242861
3025	82.748161	19.308408
3026	82.75456	19.372977
3027	82.770155	19.469546
3028	82.776374	19.499623
3029	82.787949	19.514564
3030	82.791822	19.547922
3031	82.793079	19.596461
3032	82.794177	19.627833
3033	82.791996	19.708889
3034	82.794397	19.823759
3035	82.797293	19.927067
3036	82.808173	20.061578
3037	82.817874	20.20287
3038	82.838563	20.295587
3039	82.855595	20.384822
3040	82.879704	20.483233
3041	82.899947	20.522836
3042	82.928691	20.560066
3043	82.950668	20.557768
3044	82.974484	20.528838
3045	82.994101	20.509127
3046	83.013286	20.46118
3047	83.031881	20.399203
3048	83.043842	20.327941
3049	83.054966	20.236611
3050	83.060364	20.212226
3051	83.068362	20.16169
3052	83.074493	20.108901
3053	83.080653	20.110141
3054	83.090917	20.089987
3055	83.105485	20.074908
3056	83.121413	20.041746
3057	83.13663	19.953334
3058	83.155177	19.862731
3059	83.166513	19.748913
3060	83.179665	19.580386
3061	83.178837	19.442323
3062	83.183995	19.269074
3063	83.176475	19.177419
3064	83.177868	19.018709
3065	83.170304	18.919607
3066	83.165528	18.829279
3067	83.160366	18.707311
3068	83.1596	18.606981
3069	83.158299	18.495257
3070	83.14736	18.297641
3071	83.133124	18.141794
3072	83.113803	18.005855
3073	83.088444	17.897543
3074	83.066791	17.832703
3075	83.044696	17.750689
3076	83.023057	17.691895
3077	82.998895	17.667498
3078	82.980007	17.630205
3079	82.963046	17.575245
3080	82.935005	17.513096
3081	82.908891	17.468693
3082	82.874867	17.507915
3083	82.851246	17.54189
3084	82.831086	17.586243
3085	82.809946	17.63841
3086	82.789329	17.669323
3087	82.775155	17.707104
3088	82.754063	17.737145
3089	82.737128	17.759233
3090	82.713469	17.779866
3091	82.692712	17.814005
3092	82.667184	17.859142
3093	82.646537	17.941822
3094	82.618502	17.977366
3095	82.603457	18.072509
3096	82.577728	18.134435
3097	82.554653	18.207801
3098	82.526847	18.269653
3099	82.501067	18.40334
3100	82.477188	18.582252
3101	82.461499	18.709308
3102	82.450935	18.83203
3103	82.428277	18.958576
3104	82.412274	19.041244
3105	82.39697	19.223436
3106	82.373371	19.357652
3107	82.366329	19.480869
3108	82.342288	19.648934
3109	82.330897	19.772889
3110	82.309149	19.940481
3111	82.285989	20.133857
3112	82.273077	20.371724
3113	82.258131	20.622842
3114	82.2546	20.868944
3115	82.25568	21.134385
3116	82.257298	21.357203
3117	82.269476	21.570586
3118	82.279735	21.737231
3119	82.291414	21.882898
3120	82.29741	22.007059
3121	82.313296	22.110835
3122	82.312267	22.196156
3123	82.320234	22.266208
3124	82.31588	22.388536
3125	82.3203	22.477662
3126	82.321923	22.616717
3127	82.328542	22.685167
3128	82.330771	22.800868
3129	82.33671	22.861031
3130	82.340298	22.929759
3131	82.338018	22.977188
3132	82.335368	23.058832
3133	82.334505	23.152858
3134	82.335826	23.239674
3135	82.33546	23.319494
3136	82.3405	23.371821
3137	82.335292	23.421421
3138	82.336552	23.47287
3139	82.328684	23.486592
3140	82.321954	23.562132
3141	82.312765	23.604899
3142	82.303055	23.654728
3143	82.291271	23.740343
3144	82.280662	23.814843
3145	82.26551	23.912608
3146	82.255519	24.008316
3147	82.242418	24.142541
3148	82.237686	24.265551
3149	82.226898	24.34568
3150	82.219114	24.445581
3151	82.20588	24.561132
3152	82.193402	24.645954
3153	82.17687	24.765329
3154	82.159803	24.92509
3155	82.146843	25.092503
3156	82.136455	25.250111
3157	82.126985	25.415902
3158	82.112678	25.552674
3159	82.099187	25.733165
3160	82.085476	25.906195
3161	82.073577	26.11313
3162	82.059232	26.302684
3163	82.047907	26.522286
3164	82.039008	26.772972
3165	82.027536	26.981416
3166	82.020945	27.255406
3167	82.017855	27.504096
3168	82.01627	27.766937
3169	82.016268	28.011866
3170	82.016964	28.251793
3171	82.025304	28.470855
3172	82.020441	28.700557
3173	82.020515	28.943017
3174	82.028009	29.170284
3175	82.028118	29.441571
3176	82.031581	29.654346
3177	82.038469	29.920967
3178	82.040061	30.154292
3179	82.046776	30.424434
3180	82.051379	30.667023
3181	82.057017	30.938611
3182	82.063629	31.243109
3183	82.077898	31.519143
3184	82.096247	31.822115
3185	82.115603	32.049777
3186	82.134882	32.289557
3187	82.152271	32.502439
3188	82.168384	32.762508
3189	82.190428	32.952774
3190	82.20845	33.184292
3191	82.224195	33.384251
3192	82.23943	33.628336
3193	82.261508	33.860492
3194	82.281408	34.080199
3195	82.297586	34.312039
3196	82.317906	34.558527
3197	82.341353	34.828456
3198	82.36919	35.088802
3199	82.399819	35.316603
3200	82.433069	35.548604
3201	82.466971	35.711617
3202	82.494555	35.904194
3203	82.527752	36.082449
3204	82.555254	36.261124
3205	82.589175	36.436801
3206	82.620281	36.607001
3207	82.65784	36.76925
3208	82.690365	36.907892
3209	82.724711	37.0227
3210	82.756809	37.158481
3211	82.788745	37.27149
3212	82.822044	37.391131
3213	82.855722	37.490973
3214	82.883843	37.597206
3215	82.921473	37.70794
3216	82.954517	37.768348
3217	82.983517	37.81737
3218	83.009433	37.906544
3219	83.036134	37.97316
3220	83.0602	38.077907
3221	83.093667	38.166478
3222	83.115158	38.261956
3223	83.148683	38.353327
3224	83.179878	38.436275
3225	83.21125	38.492414
3226	83.237166	38.512851
3227	83.265164	38.601863
3228	83.291382	38.620409
3229	83.315985	38.687046
3230	83.338854	38.693364
3231	83.363405	38.78083
3232	83.381227	38.817172
3233	83.407599	38.892868
3234	83.42557	38.925208
3235	83.449059	39.029011
3236	83.469629	39.089769
3237	83.49146	39.162543
3238	83.512495	39.252536
3239	83.540492	39.377771
3240	83.564261	39.413816
3241	83.590173	39.504127
3242	83.614889	39.590135
3243	83.642472	39.66116
3244	83.666124	39.728972
3245	83.696679	39.825959
3246	83.727357	39.859826
3247	83.750974	39.894399
3248	83.776359	39.958384
3249	83.802821	40.018084
3250	83.831318	40.051264
3251	83.854288	40.089005
3252	83.87914	40.138215
3253	83.902816	40.190337
3254	83.926093	40.23654
3255	83.953591	40.297044
3256	83.97439	40.339248
3257	84.000846	40.417209
3258	84.026936	40.442539
3259	84.047827	40.519829
3260	84.075836	40.581084
3261	84.099231	40.644805
3262	84.13076	40.70286
3263	84.156685	40.752952
3264	84.18301	40.783
3265	84.208893	40.842012
3266	84.234987	40.885369
3267	84.26309	40.959937
3268	84.2932	41.004741
3269	84.324879	41.057309
3270	84.35839	41.060402
3271	84.383708	41.076923
3272	84.413019	41.084203
3273	84.436029	41.11285
3274	84.462286	41.158138
3275	84.492995	41.208804
3276	84.525268	41.217575
3277	84.554274	41.232366
3278	84.58316	41.233594
3279	84.611786	41.229777
3280	84.636313	41.222988
3281	84.659592	41.257389
3282	84.69062	41.284944
3283	84.718522	41.291775
3284	84.746726	41.294305
3285	84.77185	41.347079
3286	84.807133	41.352754
3287	84.837629	41.373827
3288	84.872638	41.382618
3289	84.904634	41.363848
3290	84.939286	41.359202
3291	84.97309	41.335083
3292	85.009905	41.300608
3293	85.044354	41.210129
3294	85.071501	41.153952
3295	85.099977	41.07706
3296	85.131697	41.013633
3297	85.157128	40.914405
3298	85.18027	40.83656
3299	85.205533	40.756641
3300	85.228253	40.663235
3301	85.246743	40.573742
3302	85.263346	40.521629
3303	85.284881	40.452855
3304	85.300492	40.415914
3305	85.323198	40.355969
3306	85.341304	40.326063
3307	85.364521	40.260668
3308	85.38302	40.210559
3309	85.40369	40.154243
3310	85.425076	40.090863
3311	85.440473	40.028146
3312	85.461335	39.979761
3313	85.481187	39.914427
3314	85.498383	39.844088
3315	85.515896	39.793576
3316	85.534813	39.715777
3317	85.551386	39.649621
3318	85.5654	39.580801
3319	85.578588	39.524517
3320	85.596436	39.487534
3321	85.610238	39.424222
3322	85.626237	39.372609
3323	85.641842	39.301127
3324	85.655652	39.2551
3325	85.666097	39.153154
3326	85.674007	39.12663
3327	85.685578	39.095198
3328	85.698297	39.060405
3329	85.708917	39.016005
3330	85.720603	38.992776
3331	85.734995	38.976376
3332	85.749194	38.923528
3333	85.759556	38.87458
3334	85.769417	38.86368
3335	85.785086	38.826306
3336	85.794358	38.785239
3337	85.801932	38.75566
3338	85.813715	38.749584
3339	85.823026	38.742959
3340	85.83501	38.738115
3341	85.848484	38.723744
3342	85.8623	38.695616
3343	85.870071	38.689212
3344	85.884995	38.670299
3345	85.895289	38.651275
3346	85.906375	38.637421
3347	85.918221	38.612344
3348	85.92744	38.605979
3349	85.935436	38.576892
3350	85.943028	38.600371
3351	85.950895	38.600017
3352	85.961549	38.643231
3353	85.972863	38.661473
3354	85.986536	38.685828
3355	85.994404	38.691731
3356	86.008718	38.768208
3357	86.024302	38.761648
3358	86.036127	38.809329
3359	86.052792	38.860603
3360	86.069111	38.86331
3361	86.087437	38.920833
3362	86.105858	38.928935
3363	86.125281	38.938134
3364	86.143163	38.94944
3365	86.158769	38.949332
3366	86.178164	38.969495
3367	86.195249	38.96794
3368	86.213842	38.974542
3369	86.230718	38.980776
3370	86.249132	38.975672
3371	86.266666	38.982039
3372	86.283673	38.974096
3373	86.299836	38.981673
3374	86.316761	38.98555
3375	86.337294	38.990743
3376	86.353949	38.987961
3377	86.370872	38.973098
3378	86.389845	38.971166
3379	86.406515	38.981503
3380	86.426562	38.952479
3381	86.442346	38.93483
3382	86.458358	38.946673
3383	86.47687	38.894418
3384	86.489578	38.90843
3385	86.506385	38.903982
3386	86.521224	38.876327
3387	86.535457	38.881829
3388	86.550612	38.88238
3389	86.563519	38.880971
3390	86.579785	38.894971
3391	86.595378	38.905484
3392	86.613362	38.902906
3393	86.626152	38.894117
3394	86.643917	38.906685
3395	86.655174	38.912492
3396	86.670898	38.916408
3397	86.684913	38.947054
3398	86.6996	38.98874
3399	86.718353	39.001261
3400	86.735323	39.043505
3401	86.755295	39.077512
3402	86.778696	39.090327
3403	86.798178	39.082231
3404	86.818694	39.086125
3405	86.83624	39.065141
3406	86.855628	39.056762
3407	86.868019	39.051467
3408	86.884487	39.049133
3409	86.898228	39.058418
3410	86.911555	39.094008
3411	86.929873	39.138445
3412	86.947061	39.168995
3413	86.969685	39.204151
3414	86.988106	39.241369
3415	87.013144	39.251367
3416	87.03068	39.248809
3417	87.04896	39.283736
3418	87.067268	39.293792
3419	87.084736	39.329256
3420	87.104644	39.385101
3421	87.125441	39.437102
3422	87.151271	39.463856
3423	87.172191	39.511955
3424	87.198443	39.549976
3425	87.225384	39.585244
3426	87.254559	39.599921
3427	87.278223	39.586746
3428	87.303332	39.614488
3429	87.328087	39.626939
3430	87.357093	39.640533
3431	87.381916	39.650583
3432	87.411604	39.650228
3433	87.438302	39.648911
3434	87.466947	39.636333
3435	87.491979	39.613443
3436	87.517997	39.609484
3437	87.543074	39.603707
3438	87.570784	39.581171
3439	87.594235	39.581444
3440	87.625095	39.573589
3441	87.650871	39.542505
3442	87.679079	39.508566
3443	87.7042	39.46842
3444	87.72875	39.436841
3445	87.750906	39.417616
3446	87.778183	39.391187
3447	87.803264	39.375762
3448	87.82938	39.334086
3449	87.856139	39.320842
3450	87.879261	39.268588
3451	87.905261	39.258225
3452	87.932106	39.237016
3453	87.959257	39.187644
3454	87.983896	39.164655
3455	88.013462	39.11553
3456	88.036593	39.055165
3457	88.060666	39.00908
3458	88.080209	38.965514
3459	88.104528	38.951972
3460	88.129841	38.924242
3461	88.154503	38.901723
3462	88.183601	38.846951
3463	88.206015	38.80813
3464	88.231231	38.757423
3465	88.255162	38.708752
3466	88.276938	38.664439
3467	88.299538	38.634362
3468	88.323809	38.604193
3469	88.346671	38.563316
3470	88.370993	38.538398
3471	88.395298	38.516209
3472	88.420098	38.472028
3473	88.444144	38.453212
3474	88.469602	38.425788
3475	88.494041	38.393636
3476	88.519922	38.38806
3477	88.548724	38.358505
3478	88.576813	38.334904
3479	88.605345	38.307114
3480	88.638507	38.265598
3481	88.667472	38.207914
3482	88.697492	38.126552
3483	88.722747	38.063517
3484	88.746744	38.009187
3485	88.775393	37.969909
3486	88.804103	37.89831
3487	88.831947	37.832437
3488	88.858454	37.762203
3489	88.883892	37.680617
3490	88.909169	37.613256
3491	88.932435	37.544222
3492	88.957109	37.486923
3493	88.981459	37.434133
3494	89.007838	37.385183
3495	89.034101	37.330086
3496	89.063755	37.266281
3497	89.088844	37.188784
3498	89.114426	37.12459
3499	89.138619	37.052367
3500	89.165332	37.005693
3501	89.189957	36.942378
3502	89.218302	36.888643
3503	89.246848	36.823819
3504	89.275503	36.744586
3505	89.302995	36.658821
3506	89.328177	36.580589
3507	89.355208	36.495016
3508	89.381179	36.424235
3509	89.405876	36.327244
3510	89.432827	36.270105
3511	89.457312	36.175006
3512	89.48326	36.105502
3513	89.50807	36.026269
3514	89.536306	35.959668
3515	89.564372	35.879139
3516	89.592854	35.767471
3517	89.619006	35.668737
3518	89.644794	35.570076
3519	89.672007	35.464729
3520	89.698924	35.348607
3521	89.723077	35.206539
3522	89.744306	35.073568
3523	89.76235	34.947666
3524	89.77843	34.829293
3525	89.792306	34.725185
3526	89.804603	34.651931
3527	89.821376	34.610013
3528	89.838041	34.558204
3529	89.857399	34.514201
3530	89.87836	34.491474
3531	89.900879	34.463959
3532	89.926969	34.427976
3533	89.955145	34.389497
3534	89.985313	34.336028
3535	90.016318	34.269593
3536	90.046424	34.160759
3537	90.074986	34.048473
3538	90.097651	33.92998
3539	90.120842	33.829563
3540	90.142248	33.726685
3541	90.163654	33.631459
3542	90.18679	33.546269
3543	90.207805	33.440761
3544	90.229411	33.339678
3545	90.248517	33.228231
3546	90.266526	33.13028
3547	90.279646	33.024731
3548	90.292248	32.956824
3549	90.30662	32.914837
3550	90.321564	32.872287
3551	90.338449	32.865189
3552	90.358296	32.837064
3553	90.378392	32.819596
3554	90.401275	32.818467
3555	90.423824	32.798165
3556	90.44897	32.793729
3557	90.476586	32.770646
3558	90.50311	32.759518
3559	90.530401	32.739441
3560	90.562831	32.72214
3561	90.593242	32.676556
3562	90.624516	32.639292
3563	90.655209	32.588105
3564	90.685595	32.527453
3565	90.716141	32.473429
3566	90.743257	32.40924
3567	90.77442	32.372589
3568	90.802081	32.311456
3569	90.83302	32.269089
3570	90.863871	32.217088
3571	90.893834	32.173618
3572	90.926764	32.128
3573	90.959156	32.067703
3574	90.991517	32.015681
3575	91.024192	31.966706
3576	91.05877	31.893511
3577	91.090003	31.837412
3578	91.123939	31.783263
3579	91.157129	31.729428
3580	91.193662	31.678795
3581	91.230439	31.615301
3582	91.268976	31.543865
3583	91.304763	31.470873
3584	91.343643	31.382145
3585	91.378053	31.31012
3586	91.417084	31.242438
3587	91.457365	31.154101
3588	91.497445	31.061431
3589	91.536519	30.954179
3590	91.574514	30.834475
3591	91.611048	30.738331
3592	91.648563	30.624377
3593	91.685384	30.534033
3594	91.725664	30.427591
3595	91.762852	30.337542
3596	91.806433	30.229383
3597	91.849986	30.136694
3598	91.896748	29.996637
3599	91.940214	29.834964
3600	91.983516	29.664687
3601	92.021425	29.495778
3602	92.060464	29.332369
3603	92.09946	29.168525
3604	92.140052	28.993499
3605	92.178311	28.806373
3606	92.214411	28.617499
3607	92.250959	28.421515
3608	92.283737	28.234821
3609	92.318424	28.058219
3610	92.351399	27.872613
3611	92.387162	27.693072
3612	92.420606	27.490734
3613	92.451021	27.28815
3614	92.477863	27.106011
3615	92.508286	26.952977
3616	92.538114	26.774115
3617	92.569322	26.630485
3618	92.602669	26.477184
3619	92.636301	26.295017
3620	92.668777	26.134244
3621	92.703116	25.95937
3622	92.733478	25.776434
3623	92.766571	25.611664
3624	92.797178	25.434016
3625	92.829757	25.273349
3626	92.862152	25.101677
3627	92.895595	24.936857
3628	92.929542	24.750601
3629	92.961909	24.58128
3630	92.996878	24.392651
3631	93.029464	24.212263
3632	93.064703	24.017315
3633	93.098266	23.807088
3634	93.128415	23.598144
3635	93.157955	23.393683
3636	93.186989	23.200724
3637	93.215128	23.007422
3638	93.245577	22.818236
3639	93.273545	22.614977
3640	93.297843	22.428413
3641	93.325916	22.260545
3642	93.352843	22.094359
3643	93.381711	21.930206
3644	93.410629	21.779044
3645	93.442734	21.600803
3646	93.471556	21.433803
3647	93.499832	21.268827
3648	93.527002	21.113605
3649	93.556632	20.977707
3650	93.58773	20.84916
3651	93.621535	20.722993
3652	93.658591	20.586952
3653	93.696224	20.431845
3654	93.733812	20.27921
3655	93.771788	20.110887
3656	93.808925	19.933434
3657	93.846	19.78307
3658	93.88476	19.618397
3659	93.926723	19.459173
3660	93.969698	19.269331
3661	94.011908	19.06521
3662	94.050954	18.866387
3663	94.091415	18.652295
3664	94.13263	18.459349
3665	94.173081	18.226347
3666	94.212949	17.99607
3667	94.249338	17.774688
3668	94.285897	17.547137
3669	94.323456	17.343868
3670	94.361125	17.131117
3671	94.399737	16.914727
3672	94.438279	16.712784
3673	94.478792	16.505376
3674	94.521536	16.282551
3675	94.562859	16.047435
3676	94.602722	15.812956
3677	94.641575	15.580362
3678	94.682938	15.350446
3679	94.723935	15.125673
3680	94.76549	14.883018
3681	94.807361	14.644316
3682	94.84995	14.398939
3683	94.89104	14.151867
3684	94.932851	13.907056
3685	94.975922	13.667324
3686	95.021665	13.426333
3687	95.068437	13.167418
3688	95.117459	12.892692
3689	95.16492	12.595789
3690	95.212384	12.284945
3691	95.255648	11.960276
3692	95.299758	11.638298
3693	95.340708	11.315024
3694	95.382555	10.985341
3695	95.424311	10.657124
3696	95.463667	10.311517
3697	95.500011	9.973647
3698	95.537668	9.64729
3699	95.574056	9.329233
3700	95.613185	9.002034
3701	95.650829	8.678945
3702	95.688088	8.346796
3703	95.726708	8.019857
3704	95.765459	7.688137
3705	95.801923	7.33503
3706	95.838539	6.999685
3707	95.873427	6.664206
3708	95.908945	6.329104
3709	95.945583	6.002733
3710	95.981857	5.684978
3711	96.02216	5.348216
3712	96.061129	5.01622
3713	96.101637	4.658207
3714	96.139415	4.302911
3715	96.177732	3.938722
3716	96.214386	3.580273
3717	96.251199	3.215168
3718	96.287134	2.856116
3719	96.323834	2.510822
3720	96.362352	2.155014
3721	96.402943	1.792703
3722	96.443491	1.418582
3723	96.483436	1.033092
3724	96.523134	0.635879
3725	96.561288	0.228494
3726	96.598106	-0.17522
3727	96.63361	-0.580416
3728	96.66822	-0.98416
3729	96.703186	-1.373979
3730	96.739785	-1.76941
3731	96.776461	-2.163249
3732	96.815017	-2.571656
3733	96.853329	-2.989328
3734	96.890619	-3.422178
3735	96.924775	-3.858026
3736	96.958959	-4.282373
3737	96.993096	-4.703156
3738	97.028371	-5.123547
3739	97.063377	-5.546062
