   freq [Hz]          Ohm  Phase [deg]
 7845.000000    18.982695    58.594641
 7846.000000    18.991802    58.616238
 7847.000000    18.996279    58.611405
 7848.000000    18.997701    58.615570
 7849.000000    18.994913    58.598152
 7850.000000    19.003561    58.617004
 7851.000000    19.000298    58.617465
 7852.000000    19.005204    58.618131
 7853.000000    19.009621    58.608509
 7854.000000    19.006678    58.624822
 7855.000000    19.013888    58.618190
 7856.000000    19.016790    58.603120
 7857.000000    19.010112    58.592590
 7858.000000    19.010013    58.619085
 7859.000000    19.015918    58.616054
 7860.000000    19.020985    58.610733
 7861.000000    19.012640    58.613402
 7862.000000    19.022040    58.610370
 7863.000000    19.026726    58.641963
 7864.000000    19.028157    58.600033
 7865.000000    19.030156    58.611267
 7866.000000    19.028646    58.611491
 7867.000000    19.031197    58.616107
 7868.000000    19.030144    58.606625
 7869.000000    19.031744    58.623431
 7870.000000    19.030029    58.634017
 7871.000000    19.038992    58.632823
 7872.000000    19.040882    58.620153
 7873.000000    19.038675    58.642436
 7874.000000    19.041019    58.620382
 7875.000000    19.050611    58.615592
 7876.000000    19.037619    58.633580
 7877.000000    19.043843    58.626942
 7878.000000    19.051592    58.638236
 7879.000000    19.047965    58.630261
 7880.000000    19.052127    58.634620
 7881.000000    19.051371    58.612589
 7882.000000    19.053383    58.648867
 7883.000000    19.055661    58.613983
 7884.000000    19.050761    58.627494
 7885.000000    19.055366    58.625046
 7886.000000    19.059160    58.637035
 7887.000000    19.049486    58.622771
 7888.000000    19.062301    58.637922
 7889.000000    19.058962    58.635729
 7890.000000    19.059653    58.638110
 7891.000000    19.062412    58.631820
 7892.000000    19.056955    58.649498
 7893.000000    19.065965    58.665922
 7894.000000    19.070282    58.654656
 7895.000000    19.067376    58.654885
 7896.000000    19.076849    58.659386
 7897.000000    19.068818    58.664414
 7898.000000    19.075617    58.656950
 7899.000000    19.080057    58.674245
 7900.000000    19.075825    58.661652
 7901.000000    19.086850    58.670099
 7902.000000    19.079443    58.660414
 7903.000000    19.082100    58.673680
 7904.000000    19.093528    58.666499
 7905.000000    19.083018    58.655729
 7906.000000    19.085797    58.667617
 7907.000000    19.089229    58.674424
 7908.000000    19.088278    58.677446
 7909.000000    19.095922    58.680572
 7910.000000    19.092967    58.677765
 7911.000000    19.095875    58.662592
 7912.000000    19.092975    58.689728
 7913.000000    19.096916    58.689634
 7914.000000    19.103251    58.687039
 7915.000000    19.100980    58.690834
 7916.000000    19.105218    58.693785
 7917.000000    19.107223    58.690740
 7918.000000    19.111084    58.684811
 7919.000000    19.106870    58.699799
 7920.000000    19.107776    58.692882
 7921.000000    19.112599    58.713609
 7922.000000    19.115864    58.710048
 7923.000000    19.115367    58.699329
 7924.000000    19.115628    58.703222
 7925.000000    19.116893    58.705915
 7926.000000    19.114628    58.720324
 7927.000000    19.122374    58.715934
 7928.000000    19.126131    58.715654
 7929.000000    19.124658    58.700363
 7930.000000    19.129671    58.700855
 7931.000000    19.122986    58.712408
 7932.000000    19.124113    58.703715
 7933.000000    19.131837    58.725043
 7934.000000    19.135863    58.723642
 7935.000000    19.131375    58.714863
 7936.000000    19.131760    58.720787
 7937.000000    19.143767    58.746165
 7938.000000    19.138949    58.720876
 7939.000000    19.143858    58.726509
 7940.000000    19.140060    58.743519
 7941.000000    19.148922    58.722318
 7942.000000    19.145723    58.748196
 7943.000000    19.151119    58.739648
 7944.000000    19.152986    58.724010
 7945.000000    19.153351    58.743144
 7946.000000    19.153799    58.736709
 7947.000000    19.151699    58.736772
 7948.000000    19.157006    58.755921
 7949.000000    19.159258    58.766762
 7950.000000    19.162823    58.757274
 7951.000000    19.163413    58.776853
 7952.000000    19.175399    58.755720
 7953.000000    19.169643    58.759780
 7954.000000    19.167687    58.739446
 7955.000000    19.169246    58.781820
 7956.000000    19.178980    58.757779
 7957.000000    19.175196    58.758267
 7958.000000    19.172483    58.757797
 7959.000000    19.177883    58.757782
 7960.000000    19.177264    58.769396
 7961.000000    19.177278    58.781404
 7962.000000    19.179652    58.791854
 7963.000000    19.191118    58.765537
 7964.000000    19.191771    58.784551
 7965.000000    19.181131    58.767924
 7966.000000    19.190811    58.789993
 7967.000000    19.199145    58.783308
 7968.000000    19.192561    58.782895
 7969.000000    19.202482    58.774388
 7970.000000    19.200380    58.770664
 7971.000000    19.197785    58.765913
 7972.000000    19.199566    58.781255
 7973.000000    19.205928    58.789294
 7974.000000    19.205006    58.778442
 7975.000000    19.209965    58.776448
 7976.000000    19.203188    58.783395
 7977.000000    19.209265    58.810734
 7978.000000    19.214660    58.797748
 7979.000000    19.220796    58.810077
 7980.000000    19.215033    58.813705
 7981.000000    19.228397    58.802492
 7982.000000    19.222468    58.790702
 7983.000000    19.226529    58.807899
 7984.000000    19.221218    58.806180
 7985.000000    19.228521    58.807541
 7986.000000    19.225047    58.803729
 7987.000000    19.233512    58.817938
 7988.000000    19.234782    58.800811
 7989.000000    19.232806    58.806100
 7990.000000    19.235366    58.799800
 7991.000000    19.239644    58.807832
 7992.000000    19.240963    58.782393
 7993.000000    19.237227    58.802256
 7994.000000    19.241055    58.803104
 7995.000000    19.240819    58.807373
 7996.000000    19.245324    58.798168
 7997.000000    19.249378    58.819573
 7998.000000    19.252492    58.810976
 7999.000000    19.248202    58.806049
 8000.000000    19.257212    58.795369
 8001.000000    19.256120    58.832378
 8002.000000    19.255553    58.804646
 8003.000000    19.257750    58.811904
 8004.000000    19.265235    58.832072
 8005.000000    19.261524    58.802085
 8006.000000    19.260946    58.827265
 8007.000000    19.267940    58.815270
 8008.000000    19.265796    58.836125
 8009.000000    19.272439    58.817760
 8010.000000    19.272300    58.820691
 8011.000000    19.268590    58.810624
 8012.000000    19.271947    58.845568
 8013.000000    19.275748    58.845733
 8014.000000    19.284728    58.823670
 8015.000000    19.277179    58.840050
 8016.000000    19.284480    58.829483
 8017.000000    19.282543    58.834375
 8018.000000    19.283205    58.843045
 8019.000000    19.288646    58.846117
 8020.000000    19.292509    58.830663
 8021.000000    19.294088    58.827778
 8022.000000    19.287681    58.830074
 8023.000000    19.291501    58.826299
 8024.000000    19.292803    58.838484
 8025.000000    19.295631    58.845587
 8026.000000    19.297984    58.839121
 8027.000000    19.302335    58.841480
 8028.000000    19.302618    58.825252
 8029.000000    19.304860    58.825842
 8030.000000    19.297622    58.831639
 8031.000000    19.303485    58.842533
 8032.000000    19.305838    58.825036
 8033.000000    19.308093    58.848464
 8034.000000    19.302190    58.833565
 8035.000000    19.312231    58.855038
 8036.000000    19.311483    58.836490
 8037.000000    19.310115    58.857455
 8038.000000    19.314192    58.863659
 8039.000000    19.315145    58.862437
 8040.000000    19.324176    58.864846
 8041.000000    19.319032    58.863449
 8042.000000    19.318858    58.865006
 8043.000000    19.321273    58.862237
 8044.000000    19.319940    58.880312
 8045.000000    19.328077    58.882580
 8046.000000    19.325878    58.861136
 8047.000000    19.329292    58.874641
 8048.000000    19.329262    58.870065
 8049.000000    19.332189    58.868681
 8050.000000    19.333781    58.859585
 8051.000000    19.332660    58.896067
 8052.000000    19.340802    58.859474
 8053.000000    19.342375    58.872955
 8054.000000    19.335838    58.872628
 8055.000000    19.341176    58.875422
 8056.000000    19.348550    58.865710
 8057.000000    19.335173    58.874034
 8058.000000    19.343094    58.881201
 8059.000000    19.350484    58.884272
 8060.000000    19.350180    58.876438
 8061.000000    19.347348    58.856192
 8062.000000    19.350000    58.880211
 8063.000000    19.350696    58.868136
 8064.000000    19.350003    58.898173
 8065.000000    19.356572    58.869898
 8066.000000    19.357815    58.885604
 8067.000000    19.356376    58.891362
 8068.000000    19.361130    58.878221
 8069.000000    19.360513    58.888779
 8070.000000    19.362310    58.888610
 8071.000000    19.367284    58.893372
 8072.000000    19.366151    58.891022
 8073.000000    19.369548    58.887216
 8074.000000    19.368598    58.898208
 8075.000000    19.373024    58.911227
 8076.000000    19.378060    58.896774
 8077.000000    19.371187    58.883169
 8078.000000    19.374135    58.938078
 8079.000000    19.380596    58.920686
 8080.000000    19.383865    58.918924
 8081.000000    19.390706    58.907190
 8082.000000    19.384617    58.916181
 8083.000000    19.388991    58.901492
 8084.000000    19.386708    58.906856
 8085.000000    19.390186    58.922840
 8086.000000    19.388145    58.893546
 8087.000000    19.387308    58.938015
 8088.000000    19.398528    58.929150
 8089.000000    19.391566    58.925838
 8090.000000    19.397957    58.928532
 8091.000000    19.399258    58.922287
 8092.000000    19.399900    58.961115
 8093.000000    19.401120    58.912499
 8094.000000    19.408553    58.956979
 8095.000000    19.403708    58.919967
 8096.000000    19.404646    58.944510
 8097.000000    19.404650    58.948318
 8098.000000    19.412411    58.964600
 8099.000000    19.410422    58.934482
 8100.000000    19.413572    58.955386
 8101.000000    19.412739    58.964984
 8102.000000    19.421844    58.939596
 8103.000000    19.407341    58.938082
 8104.000000    19.416639    58.967510
 8105.000000    19.416611    58.967322
 8106.000000    19.417142    58.966611
 8107.000000    19.422691    58.984579
 8108.000000    19.428087    58.963514
 8109.000000    19.424668    58.981416
 8110.000000    19.429754    58.944199
 8111.000000    19.423285    58.978470
 8112.000000    19.428518    58.981236
 8113.000000    19.425983    58.964590
 8114.000000    19.433795    59.003883
 8115.000000    19.434091    58.984011
 8116.000000    19.439800    58.977570
 8117.000000    19.439506    58.988847
 8118.000000    19.444366    58.986532
 8119.000000    19.441061    58.975917
 8120.000000    19.450434    58.970385
 8121.000000    19.441890    58.982026
 8122.000000    19.443457    58.986004
 8123.000000    19.449259    58.999494
 8124.000000    19.449103    58.993182
 8125.000000    19.459262    59.013178
 8126.000000    19.451476    58.989107
 8127.000000    19.460515    58.998018
 8128.000000    19.461874    58.997326
 8129.000000    19.453782    58.990671
 8130.000000    19.459387    59.002419
 8131.000000    19.465269    58.994361
 8132.000000    19.455601    58.995190
 8133.000000    19.463634    59.039932
 8134.000000    19.467282    58.993728
 8135.000000    19.471070    59.037169
 8136.000000    19.476582    59.007931
 8137.000000    19.474541    59.025032
 8138.000000    19.479993    58.998445
 8139.000000    19.472259    59.004520
 8140.000000    19.477675    59.028181
 8141.000000    19.477132    59.032922
 8142.000000    19.478608    59.028493
 8143.000000    19.491045    59.031932
 8144.000000    19.485992    59.029136
 8145.000000    19.490186    59.042254
 8146.000000    19.495704    59.029586
 8147.000000    19.495480    59.027268
 8148.000000    19.498534    59.031669
 8149.000000    19.497861    59.035957
 8150.000000    19.499161    59.041188
 8151.000000    19.503193    59.041001
 8152.000000    19.503193    59.041699
 8153.000000    19.501542    59.049548
 8154.000000    19.505284    59.034453
 8155.000000    19.500582    59.063404
 8156.000000    19.512687    59.065661
 8157.000000    19.506916    59.041979
 8158.000000    19.513622    59.059076
 8159.000000    19.512425    59.048934
 8160.000000    19.511208    59.077232
 8161.000000    19.524193    59.049906
 8162.000000    19.518320    59.057683
 8163.000000    19.521340    59.063702
 8164.000000    19.526402    59.060661
 8165.000000    19.520148    59.063845
 8166.000000    19.532326    59.087115
 8167.000000    19.535915    59.050089
 8168.000000    19.530935    59.061795
 8169.000000    19.527118    59.077491
 8170.000000    19.542459    59.070479
 8171.000000    19.536062    59.077010
 8172.000000    19.534838    59.067476
 8173.000000    19.544029    59.064311
 8174.000000    19.537748    59.091009
 8175.000000    19.541479    59.066374
 8176.000000    19.541797    59.080727
 8177.000000    19.547002    59.081762
 8178.000000    19.542579    59.089998
 8179.000000    19.552946    59.094715
 8180.000000    19.550741    59.072299
 8181.000000    19.555969    59.099559
 8182.000000    19.546879    59.079334
 8183.000000    19.556151    59.097773
 8184.000000    19.556508    59.095342
 8185.000000    19.554707    59.104921
 8186.000000    19.562210    59.111716
 8187.000000    19.569112    59.089630
 8188.000000    19.561914    59.080601
 8189.000000    19.563316    59.112338
 8190.000000    19.574330    59.086916
 8191.000000    19.566906    59.091650
 8192.000000    19.569393    59.106603
 8193.000000    19.576122    59.109434
 8194.000000    19.575637    59.108589
 8195.000000    19.584293    59.121285
 8196.000000    19.578835    59.097651
 8197.000000    19.584030    59.119802
 8198.000000    19.581152    59.113898
 8199.000000    19.584919    59.117945
 8200.000000    19.588133    59.126922
 8201.000000    19.585320    59.114488
 8202.000000    19.592311    59.127331
 8203.000000    19.595168    59.108285
 8204.000000    19.588099    59.120359
 8205.000000    19.601131    59.102306
 8206.000000    19.587979    59.119433
 8207.000000    19.604485    59.126166
 8208.000000    19.598224    59.124289
 8209.000000    19.605495    59.125132
 8210.000000    19.611018    59.119079
 8211.000000    19.603168    59.122292
 8212.000000    19.605728    59.123642
 8213.000000    19.610855    59.145738
 8214.000000    19.613700    59.141124
 8215.000000    19.611693    59.130751
 8216.000000    19.615383    59.135437
 8217.000000    19.618321    59.158692
 8218.000000    19.621651    59.127851
 8219.000000    19.625324    59.159040
 8220.000000    19.624200    59.126867
 8221.000000    19.629421    59.139530
 8222.000000    19.622672    59.135455
 8223.000000    19.632429    59.168150
 8224.000000    19.630963    59.146980
 8225.000000    19.641636    59.156064
 8226.000000    19.632369    59.158139
 8227.000000    19.639385    59.130822
 8228.000000    19.639467    59.178250
 8229.000000    19.642498    59.151616
 8230.000000    19.640242    59.158702
 8231.000000    19.646449    59.150836
 8232.000000    19.646463    59.141989
 8233.000000    19.641972    59.164309
 8234.000000    19.650389    59.148486
 8235.000000    19.646924    59.156901
 8236.000000    19.651441    59.163816
 8237.000000    19.658152    59.146446
 8238.000000    19.652485    59.159222
 8239.000000    19.655294    59.164128
 8240.000000    19.657077    59.176871
 8241.000000    19.670620    59.167741
 8242.000000    19.662289    59.152334
 8243.000000    19.664860    59.160385
 8244.000000    19.658307    59.173296
 8245.000000    19.671140    59.183083
 8246.000000    19.671451    59.186926
 8247.000000    19.680032    59.164378
 8248.000000    19.675510    59.156346
 8249.000000    19.674831    59.175607
 8250.000000    19.671822    59.159473
 8251.000000    19.681208    59.182458
 8252.000000    19.678354    59.185721
 8253.000000    19.681541    59.182657
 8254.000000    19.683342    59.190172
 8255.000000    19.688771    59.187600
 8256.000000    19.687722    59.194025
 8257.000000    19.696507    59.180666
 8258.000000    19.686745    59.189369
 8259.000000    19.694994    59.179633
 8260.000000    19.695864    59.205947
 8261.000000    19.702484    59.187381
 8262.000000    19.699208    59.180169
 8263.000000    19.696601    59.199605
 8264.000000    19.706286    59.209359
 8265.000000    19.709685    59.192344
 8266.000000    19.711279    59.186264
 8267.000000    19.701998    59.198922
 8268.000000    19.711599    59.188530
 8269.000000    19.710980    59.202814
 8270.000000    19.710152    59.194107
 8271.000000    19.713945    59.205195
 8272.000000    19.722681    59.196551
 8273.000000    19.713905    59.183093
 8274.000000    19.718688    59.198023
 8275.000000    19.723526    59.197625
 8276.000000    19.722659    59.198575
 8277.000000    19.726036    59.185328
 8278.000000    19.724907    59.209130
 8279.000000    19.726248    59.192051
 8280.000000    19.727398    59.213939
 8281.000000    19.731533    59.231401
 8282.000000    19.736585    59.201980
 8283.000000    19.738920    59.220659
 8284.000000    19.738226    59.207219
 8285.000000    19.742225    59.216851
 8286.000000    19.738288    59.206530
 8287.000000    19.749940    59.217495
 8288.000000    19.742840    59.212771
 8289.000000    19.745331    59.202691
 8290.000000    19.743893    59.236864
 8291.000000    19.756605    59.237604
 8292.000000    19.753333    59.206401
 8293.000000    19.755379    59.237769
 8294.000000    19.753384    59.211435
 8295.000000    19.758817    59.223147
 8296.000000    19.750296    59.235646
 8297.000000    19.761129    59.250205
 8298.000000    19.765970    59.219763
 8299.000000    19.763220    59.243755
 8300.000000    19.770099    59.225522
 8301.000000    19.766580    59.210871
 8302.000000    19.771297    59.226422
 8303.000000    19.767132    59.226435
 8304.000000    19.767048    59.222083
 8305.000000    19.775231    59.240434
 8306.000000    19.778316    59.239238
 8307.000000    19.772944    59.226012
 8308.000000    19.781817    59.248440
 8309.000000    19.776053    59.247069
 8310.000000    19.786490    59.242372
 8311.000000    19.790524    59.247877
 8312.000000    19.783944    59.229253
 8313.000000    19.789389    59.247874
 8314.000000    19.789496    59.247169
 8315.000000    19.793913    59.236669
 8316.000000    19.794791    59.233637
 8317.000000    19.786021    59.249812
 8318.000000    19.797526    59.258817
 8319.000000    19.798060    59.239439
 8320.000000    19.792186    59.260683
 8321.000000    19.807863    59.259298
 8322.000000    19.804228    59.236136
 8323.000000    19.800408    59.239532
 8324.000000    19.809268    59.248692
 8325.000000    19.806539    59.243012
 8326.000000    19.812336    59.242206
 8327.000000    19.812608    59.229226
 8328.000000    19.807773    59.250633
 8329.000000    19.815499    59.258592
 8330.000000    19.818626    59.241473
 8331.000000    19.817473    59.256241
 8332.000000    19.820426    59.258236
 8333.000000    19.818078    59.254105
 8334.000000    19.828534    59.259969
 8335.000000    19.823483    59.244786
 8336.000000    19.820240    59.249317
 8337.000000    19.829955    59.270224
 8338.000000    19.822313    59.246345
 8339.000000    19.824439    59.257205
 8340.000000    19.829039    59.272801
 8341.000000    19.828776    59.281090
 8342.000000    19.834702    59.263372
 8343.000000    19.831694    59.274327
 8344.000000    19.841202    59.293933
 8345.000000    19.840344    59.255272
 8346.000000    19.844425    59.264475
 8347.000000    19.842182    59.276496
 8348.000000    19.843354    59.257714
 8349.000000    19.846275    59.274854
 8350.000000    19.849771    59.268708
 8351.000000    19.850185    59.272504
 8352.000000    19.853049    59.272406
 8353.000000    19.854171    59.264630
 8354.000000    19.853409    59.276398
 8355.000000    19.853720    59.286182
 8356.000000    19.856985    59.272483
 8357.000000    19.865140    59.313761
 8358.000000    19.863597    59.272604
 8359.000000    19.868804    59.267311
 8360.000000    19.858392    59.290641
 8361.000000    19.864604    59.288033
 8362.000000    19.868604    59.280377
 8363.000000    19.865950    59.313246
 8364.000000    19.872807    59.290515
 8365.000000    19.873592    59.284673
 8366.000000    19.873556    59.291928
 8367.000000    19.871057    59.309901
 8368.000000    19.880528    59.279129
 8369.000000    19.882154    59.295369
 8370.000000    19.873539    59.292464
 8371.000000    19.877943    59.287380
 8372.000000    19.880865    59.313468
 8373.000000    19.881109    59.306253
 8374.000000    19.883748    59.309875
 8375.000000    19.884676    59.310476
 8376.000000    19.896569    59.310949
 8377.000000    19.880407    59.318779
 8378.000000    19.899967    59.288617
 8379.000000    19.889323    59.321281
 8380.000000    19.894548    59.306814
 8381.000000    19.902223    59.316624
 8382.000000    19.898906    59.291644
 8383.000000    19.895457    59.317609
 8384.000000    19.904960    59.318918
 8385.000000    19.900198    59.321347
 8386.000000    19.906335    59.324853
 8387.000000    19.910735    59.332501
 8388.000000    19.909595    59.323025
 8389.000000    19.914559    59.323619
 8390.000000    19.910468    59.313681
 8391.000000    19.911075    59.318457
 8392.000000    19.905388    59.316082
 8393.000000    19.917791    59.349543
 8394.000000    19.910077    59.327035
 8395.000000    19.920675    59.318837
 8396.000000    19.916550    59.336250
 8397.000000    19.919700    59.328398
 8398.000000    19.922277    59.339065
 8399.000000    19.922197    59.336995
 8400.000000    19.934605    59.324121
 8401.000000    19.922469    59.340529
 8402.000000    19.931746    59.340277
 8403.000000    19.928619    59.343220
 8404.000000    19.936358    59.340893
 8405.000000    19.937078    59.367784
 8406.000000    19.933810    59.320525
 8407.000000    19.936801    59.372931
 8408.000000    19.945895    59.344075
 8409.000000    19.936070    59.341662
 8410.000000    19.937159    59.357908
 8411.000000    19.944385    59.366075
 8412.000000    19.945367    59.343340
 8413.000000    19.942902    59.361236
 8414.000000    19.951032    59.361332
 8415.000000    19.946556    59.350917
 8416.000000    19.951348    59.367087
 8417.000000    19.954902    59.356156
 8418.000000    19.953875    59.365067
 8419.000000    19.957665    59.361317
 8420.000000    19.961040    59.369791
 8421.000000    19.949820    59.350373
 8422.000000    19.963039    59.380213
 8423.000000    19.956605    59.371383
 8424.000000    19.959872    59.371739
 8425.000000    19.962501    59.386588
 8426.000000    19.969152    59.366542
 8427.000000    19.961720    59.383638
 8428.000000    19.968613    59.365342
 8429.000000    19.977119    59.374502
 8430.000000    19.967192    59.350897
 8431.000000    19.963311    59.393093
 8432.000000    19.977258    59.379393
 8433.000000    19.979595    59.393563
 8434.000000    19.972109    59.367441
 8435.000000    19.983987    59.408806
 8436.000000    19.985038    59.380111
 8437.000000    19.974746    59.373760
 8438.000000    19.986618    59.403314
 8439.000000    19.990472    59.403964
 8440.000000    19.980222    59.380477
 8441.000000    19.996596    59.398933
 8442.000000    19.990168    59.398450
 8443.000000    19.992057    59.393765
 8444.000000    19.996815    59.407937
 8445.000000    19.996275    59.394584
 8446.000000    20.002420    59.413502
 8447.000000    19.998118    59.393421
 8448.000000    20.002926    59.417873
 8449.000000    20.003196    59.421850
 8450.000000    20.010297    59.411830
 8451.000000    20.006759    59.413476
 8452.000000    20.008282    59.401453
 8453.000000    20.011496    59.440417
 8454.000000    20.010054    59.394823
 8455.000000    20.012283    59.418180
 8456.000000    20.016697    59.432976
 8457.000000    20.017893    59.391589
 8458.000000    20.012229    59.404872
 8459.000000    20.013305    59.430656
 8460.000000    20.020389    59.426253
 8461.000000    20.024170    59.427711
 8462.000000    20.022414    59.409775
 8463.000000    20.021003    59.427032
 8464.000000    20.024563    59.433384
 8465.000000    20.021283    59.428699
 8466.000000    20.030087    59.456266
 8467.000000    20.032993    59.430324
 8468.000000    20.029543    59.460338
 8469.000000    20.040841    59.440645
 8470.000000    20.039007    59.441320
 8471.000000    20.039526    59.445083
 8472.000000    20.043084    59.432230
 8473.000000    20.042996    59.438558
 8474.000000    20.033850    59.447786
 8475.000000    20.050359    59.443663
 8476.000000    20.040436    59.452552
 8477.000000    20.051531    59.441077
 8478.000000    20.045799    59.445515
 8479.000000    20.050553    59.446636
 8480.000000    20.047134    59.440502
 8481.000000    20.049970    59.444046
 8482.000000    20.051128    59.455720
 8483.000000    20.053468    59.456246
 8484.000000    20.054637    59.461944
 8485.000000    20.058048    59.441075
 8486.000000    20.051204    59.461237
 8487.000000    20.062583    59.483756
 8488.000000    20.063698    59.457086
 8489.000000    20.058011    59.471008
 8490.000000    20.064800    59.475176
 8491.000000    20.071439    59.487814
 8492.000000    20.071430    59.475095
 8493.000000    20.070355    59.461478
 8494.000000    20.065219    59.469248
 8495.000000    20.066930    59.514520
 8496.000000    20.083742    59.508333
 8497.000000    20.079795    59.473974
 8498.000000    20.080573    59.500276
 8499.000000    20.078466    59.470617
 8500.000000    20.080609    59.504534
 8501.000000    20.076714    59.490441
 8502.000000    20.085304    59.509470
 8503.000000    20.084671    59.502136
 8504.000000    20.086076    59.499933
 8505.000000    20.086343    59.517897
 8506.000000    20.098199    59.503395
 8507.000000    20.090595    59.518262
 8508.000000    20.099488    59.505606
 8509.000000    20.101444    59.498946
 8510.000000    20.097049    59.523451
 8511.000000    20.097970    59.500247
 8512.000000    20.104193    59.537848
 8513.000000    20.104104    59.505438
 8514.000000    20.102226    59.533098
 8515.000000    20.112473    59.534908
 8516.000000    20.118310    59.507304
 8517.000000    20.103336    59.506426
 8518.000000    20.110715    59.507533
 8519.000000    20.108429    59.539042
 8520.000000    20.120600    59.523590
 8521.000000    20.119060    59.514964
 8522.000000    20.118078    59.519433
 8523.000000    20.112105    59.505140
 8524.000000    20.124836    59.544186
 8525.000000    20.122976    59.527556
 8526.000000    20.122669    59.517033
 8527.000000    20.124142    59.552320
 8528.000000    20.131428    59.525726
 8529.000000    20.123395    59.554277
 8530.000000    20.134121    59.546109
 8531.000000    20.137933    59.550313
 8532.000000    20.135782    59.560676
 8533.000000    20.136481    59.540662
 8534.000000    20.143416    59.551440
 8535.000000    20.135309    59.563786
 8536.000000    20.145929    59.570272
 8537.000000    20.152613    59.545477
 8538.000000    20.140113    59.558405
 8539.000000    20.148744    59.569588
 8540.000000    20.151805    59.555784
 8541.000000    20.149467    59.569311
 8542.000000    20.154770    59.563452
 8543.000000    20.154359    59.566232
 8544.000000    20.155171    59.579414
 8545.000000    20.156694    59.556546
 8546.000000    20.160864    59.579886
 8547.000000    20.156698    59.584683
 8548.000000    20.160548    59.580019
 8549.000000    20.168119    59.595583
 8550.000000    20.164886    59.575308
 8551.000000    20.166004    59.592034
 8552.000000    20.168484    59.601530
 8553.000000    20.181059    59.571006
 8554.000000    20.171138    59.571468
 8555.000000    20.168072    59.582181
 8556.000000    20.176809    59.582485
 8557.000000    20.179980    59.582764
 8558.000000    20.181020    59.574720
 8559.000000    20.177088    59.575747
 8560.000000    20.186565    59.589739
 8561.000000    20.181480    59.588568
 8562.000000    20.189657    59.583019
 8563.000000    20.188074    59.592765
 8564.000000    20.189223    59.596833
 8565.000000    20.194416    59.603386
 8566.000000    20.188452    59.599811
 8567.000000    20.192540    59.614515
 8568.000000    20.197714    59.624654
 8569.000000    20.204831    59.611626
 8570.000000    20.192632    59.616748
 8571.000000    20.196710    59.626224
 8572.000000    20.205053    59.635049
 8573.000000    20.201186    59.647850
 8574.000000    20.219996    59.630848
 8575.000000    20.207916    59.608989
 8576.000000    20.203336    59.625984
 8577.000000    20.213766    59.625972
 8578.000000    20.214597    59.641887
 8579.000000    20.213901    59.628454
 8580.000000    20.219463    59.621155
 8581.000000    20.217419    59.631369
 8582.000000    20.218046    59.644237
 8583.000000    20.222555    59.643946
 8584.000000    20.228291    59.639763
 8585.000000    20.227761    59.642480
 8586.000000    20.228231    59.655389
 8587.000000    20.232718    59.656011
 8588.000000    20.241593    59.639647
 8589.000000    20.236780    59.656296
 8590.000000    20.247081    59.645467
 8591.000000    20.238168    59.630176
 8592.000000    20.242841    59.648261
 8593.000000    20.242015    59.644373
 8594.000000    20.238584    59.666602
 8595.000000    20.250878    59.674240
 8596.000000    20.259059    59.669399
 8597.000000    20.251284    59.633623
 8598.000000    20.252384    59.660096
 8599.000000    20.257471    59.651158
 8600.000000    20.247888    59.657774
 8601.000000    20.250716    59.662195
 8602.000000    20.257783    59.691597
 8603.000000    20.255892    59.682932
 8604.000000    20.266870    59.680158
 8605.000000    20.259604    59.675884
 8606.000000    20.263793    59.689610
 8607.000000    20.271935    59.675971
 8608.000000    20.264266    59.669614
 8609.000000    20.267245    59.681317
 8610.000000    20.273676    59.691002
 8611.000000    20.272690    59.675108
 8612.000000    20.273177    59.687224
 8613.000000    20.282116    59.694088
 8614.000000    20.280138    59.681247
 8615.000000    20.280581    59.693865
 8616.000000    20.284165    59.680290
 8617.000000    20.282255    59.703341
 8618.000000    20.285635    59.696245
 8619.000000    20.288193    59.693390
 8620.000000    20.291649    59.712648
 8621.000000    20.286374    59.689207
 8622.000000    20.296536    59.716954
 8623.000000    20.295942    59.697447
 8624.000000    20.297072    59.717942
 8625.000000    20.305559    59.699595
 8626.000000    20.297944    59.700118
 8627.000000    20.309259    59.702752
 8628.000000    20.303627    59.701888
 8629.000000    20.303392    59.706508
 8630.000000    20.319054    59.696703
 8631.000000    20.301347    59.675410
 8632.000000    20.305786    59.718063
 8633.000000    20.313557    59.718309
 8634.000000    20.309415    59.712393
 8635.000000    20.326333    59.714640
 8636.000000    20.317581    59.706273
 8637.000000    20.314258    59.703398
 8638.000000    20.321111    59.723676
 8639.000000    20.319528    59.729601
 8640.000000    20.329517    59.733906
 8641.000000    20.326965    59.717869
 8642.000000    20.329431    59.724035
 8643.000000    20.332354    59.726773
 8644.000000    20.325974    59.727473
 8645.000000    20.338112    59.734839
 8646.000000    20.335922    59.741962
 8647.000000    20.333440    59.727984
 8648.000000    20.342024    59.736449
 8649.000000    20.335507    59.763699
 8650.000000    20.350699    59.741529
 8651.000000    20.342179    59.738796
 8652.000000    20.347822    59.753753
 8653.000000    20.352719    59.746650
 8654.000000    20.349666    59.733771
 8655.000000    20.348003    59.744763
 8656.000000    20.355158    59.755663
 8657.000000    20.352091    59.748055
 8658.000000    20.360743    59.747050
 8659.000000    20.351976    59.753107
 8660.000000    20.360074    59.754983
 8661.000000    20.364145    59.756770
 8662.000000    20.359777    59.745486
 8663.000000    20.364311    59.749269
 8664.000000    20.361983    59.765978
 8665.000000    20.373073    59.767670
 8666.000000    20.372384    59.742911
