   freq [Hz]          Ohm  Phase [deg]
 2101.000000     9.012351    39.400590
 2102.000000     9.014486    39.407698
 2103.000000     9.016075    39.420032
 2104.000000     9.018030    39.422217
 2105.000000     9.020768    39.429119
 2106.000000     9.021646    39.435483
 2107.000000     9.023975    39.441204
 2108.000000     9.025607    39.451963
 2109.000000     9.027346    39.453014
 2110.000000     9.029313    39.465614
 2111.000000     9.030800    39.474598
 2112.000000     9.033952    39.478612
 2113.000000     9.034905    39.487723
 2114.000000     9.037555    39.494382
 2115.000000     9.039214    39.498507
 2116.000000     9.041435    39.506292
 2117.000000     9.043012    39.512857
 2118.000000     9.045380    39.522215
 2119.000000     9.047993    39.523237
 2120.000000     9.049270    39.529399
 2121.000000     9.051478    39.533104
 2122.000000     9.052866    39.544436
 2123.000000     9.055458    39.551307
 2124.000000     9.057270    39.552289
 2125.000000     9.058689    39.566510
 2126.000000     9.061416    39.573433
 2127.000000     9.062993    39.574164
 2128.000000     9.064389    39.587576
 2129.000000     9.067184    39.596201
 2130.000000     9.069421    39.601662
 2131.000000     9.070866    39.603162
 2132.000000     9.073884    39.609880
 2133.000000     9.073970    39.617933
 2134.000000     9.076868    39.623105
 2135.000000     9.079011    39.633659
 2136.000000     9.080554    39.637158
 2137.000000     9.083297    39.641270
 2138.000000     9.084606    39.651347
 2139.000000     9.085935    39.653778
 2140.000000     9.088765    39.662875
 2141.000000     9.090231    39.673678
 2142.000000     9.092388    39.681155
 2143.000000     9.095121    39.683088
 2144.000000     9.096853    39.691960
 2145.000000     9.098216    39.697631
 2146.000000     9.100224    39.708575
 2147.000000     9.103134    39.715510
 2148.000000     9.103815    39.721504
 2149.000000     9.107683    39.727355
 2150.000000     9.107818    39.732845
 2151.000000     9.110220    39.738417
 2152.000000     9.112463    39.745862
 2153.000000     9.113852    39.753476
 2154.000000     9.116449    39.761388
 2155.000000     9.118631    39.757569
 2156.000000     9.119661    39.775227
 2157.000000     9.122504    39.772777
 2158.000000     9.123845    39.783568
 2159.000000     9.126119    39.792651
 2160.000000     9.127728    39.798121
 2161.000000     9.130908    39.802695
 2162.000000     9.131611    39.808646
 2163.000000     9.134179    39.819399
 2164.000000     9.135407    39.822150
 2165.000000     9.137763    39.832738
 2166.000000     9.139861    39.847880
 2167.000000     9.143122    39.839658
 2168.000000     9.144038    39.855650
 2169.000000     9.146446    39.854602
 2170.000000     9.147854    39.862099
 2171.000000     9.149854    39.870034
 2172.000000     9.151975    39.879721
 2173.000000     9.153487    39.879655
 2174.000000     9.156013    39.890298
 2175.000000     9.156751    39.900537
 2176.000000     9.160539    39.903816
 2177.000000     9.161716    39.909672
 2178.000000     9.163371    39.912514
 2179.000000     9.165868    39.924752
 2180.000000     9.166991    39.929491
 2181.000000     9.170535    39.931778
 2182.000000     9.170894    39.935293
 2183.000000     9.172547    39.945597
 2184.000000     9.174861    39.954389
 2185.000000     9.176909    39.956732
 2186.000000     9.178641    39.967262
 2187.000000     9.181618    39.969687
 2188.000000     9.182172    39.980745
 2189.000000     9.186053    39.977652
 2190.000000     9.186157    39.991691
 2191.000000     9.189901    39.994409
 2192.000000     9.190330    40.004554
 2193.000000     9.193061    40.005376
 2194.000000     9.195107    40.019261
 2195.000000     9.196839    40.025013
 2196.000000     9.199205    40.025189
 2197.000000     9.201159    40.038692
 2198.000000     9.202471    40.038649
 2199.000000     9.205382    40.047237
 2200.000000     9.207025    40.052290
 2201.000000     9.207707    40.055502
 2202.000000     9.211020    40.068894
 2203.000000     9.211979    40.071907
 2204.000000     9.214623    40.081887
 2205.000000     9.216561    40.085806
 2206.000000     9.218329    40.090233
 2207.000000     9.219981    40.101110
 2208.000000     9.222099    40.108721
 2209.000000     9.224226    40.109666
 2210.000000     9.226427    40.121828
 2211.000000     9.228212    40.116177
 2212.000000     9.229483    40.134079
 2213.000000     9.231564    40.131367
 2214.000000     9.233488    40.147616
 2215.000000     9.236237    40.150083
 2216.000000     9.238306    40.152085
 2217.000000     9.239638    40.159746
 2218.000000     9.241871    40.168150
 2219.000000     9.243920    40.176001
 2220.000000     9.245943    40.175321
 2221.000000     9.248364    40.187506
 2222.000000     9.249884    40.189411
 2223.000000     9.251302    40.195734
 2224.000000     9.253581    40.204253
 2225.000000     9.256500    40.210738
 2226.000000     9.257003    40.209336
 2227.000000     9.259235    40.224225
 2228.000000     9.260950    40.221586
 2229.000000     9.263470    40.239841
 2230.000000     9.265148    40.235588
 2231.000000     9.267057    40.247775
 2232.000000     9.269543    40.251635
 2233.000000     9.271566    40.252753
 2234.000000     9.272883    40.265320
 2235.000000     9.275005    40.265266
 2236.000000     9.276491    40.277065
 2237.000000     9.279011    40.283918
 2238.000000     9.279175    40.290817
 2239.000000     9.285233    40.302677
 2240.000000     9.284015    40.295676
 2241.000000     9.286831    40.305978
 2242.000000     9.288437    40.313708
 2243.000000     9.290075    40.315699
 2244.000000     9.292460    40.328336
 2245.000000     9.294551    40.331610
 2246.000000     9.297041    40.333224
 2247.000000     9.297899    40.340453
 2248.000000     9.299685    40.343129
 2249.000000     9.302050    40.355196
 2250.000000     9.303635    40.362657
 2251.000000     9.305696    40.367821
 2252.000000     9.308390    40.372175
 2253.000000     9.310177    40.379937
 2254.000000     9.311271    40.383380
 2255.000000     9.314717    40.392685
 2256.000000     9.316490    40.398848
 2257.000000     9.317481    40.394147
 2258.000000     9.319149    40.405073
 2259.000000     9.321306    40.417445
 2260.000000     9.322561    40.421937
 2261.000000     9.326211    40.435340
 2262.000000     9.328047    40.428823
 2263.000000     9.330460    40.439049
 2264.000000     9.331292    40.439128
 2265.000000     9.334122    40.446226
 2266.000000     9.335000    40.453161
 2267.000000     9.337045    40.459968
 2268.000000     9.339352    40.468129
 2269.000000     9.341216    40.471957
 2270.000000     9.343031    40.475684
 2271.000000     9.344311    40.483004
 2272.000000     9.345479    40.497690
 2273.000000     9.349448    40.496521
 2274.000000     9.350336    40.507453
 2275.000000     9.352150    40.506168
 2276.000000     9.354724    40.518551
 2277.000000     9.355901    40.522253
 2278.000000     9.359010    40.528927
 2279.000000     9.360667    40.531465
 2280.000000     9.362000    40.533704
 2281.000000     9.363525    40.546667
 2282.000000     9.366053    40.552767
 2283.000000     9.368074    40.555748
 2284.000000     9.369441    40.565280
 2285.000000     9.372131    40.569767
 2286.000000     9.373321    40.576399
 2287.000000     9.376147    40.575995
 2288.000000     9.376953    40.595034
 2289.000000     9.380015    40.586746
 2290.000000     9.381339    40.598552
 2291.000000     9.383323    40.605781
 2292.000000     9.385126    40.608028
 2293.000000     9.387980    40.620582
 2294.000000     9.389692    40.619302
 2295.000000     9.391446    40.621444
 2296.000000     9.393132    40.637481
 2297.000000     9.395287    40.640538
 2298.000000     9.398086    40.642405
 2299.000000     9.399004    40.651555
 2300.000000     9.401321    40.652791
 2301.000000     9.402903    40.662082
 2302.000000     9.404379    40.666993
 2303.000000     9.406619    40.673038
 2304.000000     9.408733    40.679124
 2305.000000     9.409732    40.687359
 2306.000000     9.412794    40.688522
 2307.000000     9.414653    40.701191
 2308.000000     9.417382    40.700467
 2309.000000     9.417603    40.700290
 2310.000000     9.420798    40.718915
 2311.000000     9.422949    40.717144
 2312.000000     9.423947    40.720505
 2313.000000     9.427077    40.727505
 2314.000000     9.427598    40.739401
 2315.000000     9.430403    40.734881
 2316.000000     9.431895    40.747642
 2317.000000     9.433895    40.752693
 2318.000000     9.436593    40.758703
 2319.000000     9.437320    40.756491
 2320.000000     9.438933    40.771018
 2321.000000     9.441744    40.775424
 2322.000000     9.443011    40.780544
 2323.000000     9.445480    40.786618
 2324.000000     9.447089    40.795742
 2325.000000     9.449587    40.792865
 2326.000000     9.450954    40.801838
 2327.000000     9.452277    40.809650
 2328.000000     9.454764    40.816787
 2329.000000     9.457302    40.818043
 2330.000000     9.457516    40.829391
 2331.000000     9.460664    40.827338
 2332.000000     9.462080    40.844847
 2333.000000     9.464104    40.842078
 2334.000000     9.466472    40.848490
 2335.000000     9.468527    40.854357
 2336.000000     9.469657    40.854538
 2337.000000     9.471617    40.866243
 2338.000000     9.474459    40.869058
 2339.000000     9.475378    40.875121
 2340.000000     9.477918    40.881452
 2341.000000     9.480246    40.887435
 2342.000000     9.481981    40.894156
 2343.000000     9.483276    40.892403
 2344.000000     9.486344    40.901084
 2345.000000     9.486119    40.902558
 2346.000000     9.488539    40.916466
 2347.000000     9.489982    40.920404
 2348.000000     9.493206    40.925939
 2349.000000     9.495131    40.929569
 2350.000000     9.496495    40.936676
 2351.000000     9.499096    40.937057
 2352.000000     9.500763    40.942221
 2353.000000     9.502795    40.946569
 2354.000000     9.503474    40.952162
 2355.000000     9.506464    40.961634
 2356.000000     9.507691    40.962710
 2357.000000     9.510683    40.968394
 2358.000000     9.510536    40.973603
 2359.000000     9.513275    40.978770
 2360.000000     9.514908    40.986577
 2361.000000     9.516675    40.998573
 2362.000000     9.520049    40.998598
 2363.000000     9.520693    41.002440
 2364.000000     9.522691    41.005638
 2365.000000     9.525072    41.022946
 2366.000000     9.526130    41.021060
 2367.000000     9.528905    41.025686
 2368.000000     9.531013    41.031528
 2369.000000     9.532347    41.043482
 2370.000000     9.533567    41.034026
 2371.000000     9.535568    41.056519
 2372.000000     9.538675    41.058488
 2373.000000     9.540617    41.062451
 2374.000000     9.541503    41.062256
 2375.000000     9.543857    41.071989
 2376.000000     9.545806    41.075589
 2377.000000     9.546381    41.084072
 2378.000000     9.548411    41.084749
 2379.000000     9.550475    41.096176
 2380.000000     9.552071    41.105325
 2381.000000     9.554282    41.103970
 2382.000000     9.556221    41.113803
 2383.000000     9.558272    41.117016
 2384.000000     9.560053    41.121379
 2385.000000     9.561774    41.131205
 2386.000000     9.565010    41.131238
 2387.000000     9.565696    41.139094
 2388.000000     9.568147    41.145758
 2389.000000     9.569964    41.141833
 2390.000000     9.570576    41.158789
 2391.000000     9.573731    41.163242
 2392.000000     9.575558    41.166078
 2393.000000     9.577624    41.168381
 2394.000000     9.578302    41.174928
 2395.000000     9.580769    41.178474
 2396.000000     9.581572    41.188805
 2397.000000     9.585371    41.198983
 2398.000000     9.585889    41.194209
 2399.000000     9.588295    41.207199
 2400.000000     9.591099    41.205339
 2401.000000     9.590772    41.216978
 2402.000000     9.593676    41.217933
 2403.000000     9.595452    41.226192
 2404.000000     9.597061    41.234012
 2405.000000     9.597997    41.234617
 2406.000000     9.600936    41.248034
 2407.000000     9.601592    41.252481
 2408.000000     9.604800    41.260794
 2409.000000     9.606232    41.263738
 2410.000000     9.608099    41.270473
 2411.000000     9.610926    41.275639
 2412.000000     9.611374    41.280928
 2413.000000     9.614266    41.281751
 2414.000000     9.615877    41.294743
 2415.000000     9.617688    41.294047
 2416.000000     9.620291    41.300458
 2417.000000     9.621212    41.305356
 2418.000000     9.623989    41.306490
 2419.000000     9.625546    41.317468
 2420.000000     9.626538    41.318384
 2421.000000     9.629718    41.328623
 2422.000000     9.631827    41.329912
 2423.000000     9.632726    41.340655
 2424.000000     9.635334    41.341401
 2425.000000     9.637164    41.347050
 2426.000000     9.639024    41.360584
 2427.000000     9.641638    41.353862
 2428.000000     9.641960    41.365181
 2429.000000     9.644610    41.373583
 2430.000000     9.646049    41.376584
 2431.000000     9.648994    41.386709
 2432.000000     9.650507    41.390898
 2433.000000     9.652376    41.391435
 2434.000000     9.653584    41.399210
 2435.000000     9.655163    41.414886
 2436.000000     9.658592    41.418176
 2437.000000     9.660119    41.424416
 2438.000000     9.662596    41.423646
 2439.000000     9.664329    41.434412
 2440.000000     9.665659    41.440089
 2441.000000     9.668918    41.437772
 2442.000000     9.670070    41.450076
 2443.000000     9.672372    41.451406
 2444.000000     9.673534    41.455816
 2445.000000     9.677105    41.455645
 2446.000000     9.675725    41.466450
 2447.000000     9.678795    41.473440
 2448.000000     9.680962    41.479062
 2449.000000     9.683695    41.490654
 2450.000000     9.685601    41.484952
 2451.000000     9.686320    41.492541
 2452.000000     9.689547    41.492543
 2453.000000     9.690260    41.507101
 2454.000000     9.692686    41.503942
 2455.000000     9.694645    41.512617
 2456.000000     9.696269    41.517739
 2457.000000     9.698097    41.517256
 2458.000000     9.700553    41.529684
 2459.000000     9.701557    41.531465
 2460.000000     9.704532    41.535163
 2461.000000     9.705231    41.549754
 2462.000000     9.709595    41.546460
 2463.000000     9.710757    41.555230
 2464.000000     9.712648    41.556099
 2465.000000     9.713774    41.559628
 2466.000000     9.716524    41.568707
 2467.000000     9.717837    41.579133
 2468.000000     9.720100    41.575978
 2469.000000     9.722258    41.584686
 2470.000000     9.723796    41.590954
 2471.000000     9.726015    41.588972
 2472.000000     9.727650    41.594356
 2473.000000     9.728419    41.604643
 2474.000000     9.731053    41.606712
 2475.000000     9.733573    41.614893
 2476.000000     9.734575    41.613155
 2477.000000     9.737318    41.621454
 2478.000000     9.737826    41.624238
 2479.000000     9.740001    41.630651
 2480.000000     9.742095    41.639358
 2481.000000     9.744526    41.640396
 2482.000000     9.746383    41.649856
 2483.000000     9.747334    41.649544
 2484.000000     9.750828    41.657494
 2485.000000     9.752923    41.658515
 2486.000000     9.752325    41.664364
 2487.000000     9.755605    41.666497
 2488.000000     9.757402    41.681775
 2489.000000     9.759818    41.677928
 2490.000000     9.762152    41.680536
 2491.000000     9.761424    41.689751
 2492.000000     9.765381    41.687904
 2493.000000     9.766601    41.697214
 2494.000000     9.767632    41.701979
 2495.000000     9.768730    41.708824
 2496.000000     9.771874    41.713998
 2497.000000     9.773533    41.717112
 2498.000000     9.774630    41.722062
 2499.000000     9.776351    41.730730
 2500.000000     9.778704    41.735512
 2501.000000     9.781822    41.732018
 2502.000000     9.782766    41.739716
 2503.000000     9.783417    41.742152
 2504.000000     9.786499    41.751188
 2505.000000     9.788180    41.752522
 2506.000000     9.790180    41.760522
 2507.000000     9.792568    41.759060
 2508.000000     9.793174    41.769014
 2509.000000     9.794653    41.770208
 2510.000000     9.797186    41.776892
 2511.000000     9.798252    41.785623
 2512.000000     9.800092    41.789358
 2513.000000     9.802576    41.796879
 2514.000000     9.803689    41.795854
 2515.000000     9.805491    41.803475
 2516.000000     9.807623    41.811812
 2517.000000     9.809382    41.817184
 2518.000000     9.812014    41.815494
 2519.000000     9.812577    41.819838
 2520.000000     9.814869    41.832339
 2521.000000     9.816745    41.832614
 2522.000000     9.818649    41.838388
 2523.000000     9.820825    41.844111
 2524.000000     9.822381    41.845324
 2525.000000     9.823993    41.848683
 2526.000000     9.825073    41.859097
 2527.000000     9.827436    41.861991
 2528.000000     9.830049    41.872204
 2529.000000     9.831115    41.864306
 2530.000000     9.833128    41.877777
 2531.000000     9.835209    41.876708
 2532.000000     9.835724    41.878598
 2533.000000     9.837653    41.886635
 2534.000000     9.839801    41.896686
 2535.000000     9.841626    41.894349
 2536.000000     9.843478    41.903035
 2537.000000     9.845431    41.905159
 2538.000000     9.847427    41.911827
 2539.000000     9.848442    41.911288
 2540.000000     9.851054    41.925094
 2541.000000     9.852388    41.923998
 2542.000000     9.854316    41.925514
 2543.000000     9.855387    41.937141
 2544.000000     9.857154    41.939333
 2545.000000     9.858295    41.946993
 2546.000000     9.862335    41.949846
 2547.000000     9.861322    41.947262
 2548.000000     9.863779    41.968086
 2549.000000     9.866878    41.956632
 2550.000000     9.867111    41.967946
 2551.000000     9.870068    41.971436
 2552.000000     9.870525    41.970288
 2553.000000     9.873075    41.980837
 2554.000000     9.873852    41.985073
 2555.000000     9.876229    41.981049
 2556.000000     9.877997    41.992774
 2557.000000     9.877478    41.995522
 2558.000000     9.880545    41.995201
 2559.000000     9.881060    42.008226
 2560.000000     9.883240    42.014189
 2561.000000     9.884577    42.022482
 2562.000000     9.887844    42.016136
 2563.000000     9.887627    42.033631
 2564.000000     9.890259    42.030440
 2565.000000     9.892000    42.033985
 2566.000000     9.893187    42.043060
 2567.000000     9.893669    42.043080
 2568.000000     9.894654    42.058030
 2569.000000     9.898054    42.059348
 2570.000000     9.898092    42.066267
 2571.000000     9.899786    42.074188
 2572.000000     9.901260    42.081105
 2573.000000     9.902624    42.085547
 2574.000000     9.904901    42.094232
 2575.000000     9.905259    42.098614
 2576.000000     9.907055    42.107862
 2577.000000     9.908655    42.114986
 2578.000000     9.909641    42.119846
 2579.000000     9.911775    42.132674
 2580.000000     9.912780    42.139211
 2581.000000     9.914655    42.144790
 2582.000000     9.917182    42.154034
 2583.000000     9.917630    42.156217
 2584.000000     9.919684    42.168613
 2585.000000     9.921325    42.171219
 2586.000000     9.922832    42.186042
 2587.000000     9.925766    42.184449
 2588.000000     9.927198    42.198575
 2589.000000     9.927623    42.200213
 2590.000000     9.931400    42.215253
 2591.000000     9.933751    42.220289
 2592.000000     9.934706    42.226724
 2593.000000     9.937260    42.229599
 2594.000000     9.939169    42.243044
 2595.000000     9.939820    42.247949
 2596.000000     9.943561    42.262132
 2597.000000     9.944408    42.261874
 2598.000000     9.947720    42.274512
 2599.000000     9.947993    42.274819
 2600.000000     9.951448    42.285482
 2601.000000     9.952597    42.285810
 2602.000000     9.953954    42.291381
 2603.000000     9.954671    42.304201
 2604.000000     9.957992    42.317967
 2605.000000     9.960500    42.314534
 2606.000000     9.961655    42.326971
 2607.000000     9.963118    42.342647
 2608.000000     9.967694    42.341274
 2609.000000     9.968860    42.351256
 2610.000000     9.971464    42.357727
 2611.000000     9.972919    42.352406
 2612.000000     9.973957    42.372113
 2613.000000     9.976295    42.374836
 2614.000000     9.978897    42.383613
 2615.000000     9.979469    42.389259
 2616.000000     9.981872    42.400823
 2617.000000     9.984521    42.408917
 2618.000000     9.986651    42.409744
 2619.000000     9.987353    42.422762
 2620.000000     9.990968    42.430937
 2621.000000     9.994088    42.431910
 2622.000000     9.993330    42.438936
 2623.000000     9.996230    42.450885
 2624.000000    10.000502    42.460502
 2625.000000    10.000510    42.463510
 2626.000000    10.004453    42.472513
 2627.000000    10.005383    42.479492
 2628.000000    10.008314    42.484384
 2629.000000    10.010597    42.493764
 2630.000000    10.011707    42.502530
 2631.000000    10.015710    42.516035
 2632.000000    10.017178    42.512267
 2633.000000    10.020470    42.529284
 2634.000000    10.022337    42.533497
 2635.000000    10.024754    42.544414
 2636.000000    10.028594    42.552115
 2637.000000    10.030689    42.556324
 2638.000000    10.033481    42.568464
 2639.000000    10.035983    42.577408
 2640.000000    10.040957    42.583545
 2641.000000    10.043203    42.585627
 2642.000000    10.046342    42.587765
 2643.000000    10.047841    42.589543
 2644.000000    10.050891    42.605776
 2645.000000    10.054153    42.609505
 2646.000000    10.057678    42.610267
 2647.000000    10.061610    42.624708
 2648.000000    10.063966    42.617483
 2649.000000    10.069096    42.620763
 2650.000000    10.070429    42.620085
 2651.000000    10.073717    42.625777
 2652.000000    10.077195    42.629982
 2653.000000    10.081190    42.624083
 2654.000000    10.083357    42.631575
 2655.000000    10.087536    42.623561
 2656.000000    10.089489    42.621347
 2657.000000    10.091622    42.622207
 2658.000000    10.095138    42.623323
 2659.000000    10.096316    42.618847
 2660.000000    10.099406    42.619873
 2661.000000    10.101390    42.628718
 2662.000000    10.105540    42.617179
 2663.000000    10.107028    42.622123
 2664.000000    10.110083    42.615170
 2665.000000    10.111708    42.613642
 2666.000000    10.114981    42.618162
 2667.000000    10.117185    42.607313
 2668.000000    10.119142    42.606992
 2669.000000    10.122028    42.607534
 2670.000000    10.122936    42.603174
 2671.000000    10.126556    42.591433
 2672.000000    10.126875    42.597930
 2673.000000    10.128485    42.590096
 2674.000000    10.129666    42.599069
 2675.000000    10.132655    42.595990
 2676.000000    10.135459    42.593202
 2677.000000    10.136441    42.599842
 2678.000000    10.138968    42.586106
 2679.000000    10.140310    42.593408
 2680.000000    10.143323    42.591327
 2681.000000    10.144185    42.585020
 2682.000000    10.145868    42.589033
 2683.000000    10.148624    42.577848
 2684.000000    10.148548    42.585690
 2685.000000    10.150610    42.576409
 2686.000000    10.151492    42.581531
 2687.000000    10.154964    42.581266
 2688.000000    10.154490    42.575191
 2689.000000    10.156886    42.577704
 2690.000000    10.159007    42.576571
 2691.000000    10.160138    42.577441
 2692.000000    10.161679    42.567874
 2693.000000    10.163114    42.575467
 2694.000000    10.164803    42.573444
 2695.000000    10.165875    42.567483
 2696.000000    10.166953    42.567007
 2697.000000    10.168588    42.569286
 2698.000000    10.168343    42.567551
 2699.000000    10.170283    42.569312
 2700.000000    10.171287    42.570610
 2701.000000    10.173133    42.574292
 2702.000000    10.172672    42.570912
 2703.000000    10.176224    42.570457
 2704.000000    10.175209    42.575718
 2705.000000    10.177105    42.581543
 2706.000000    10.179522    42.568439
 2707.000000    10.179560    42.575585
 2708.000000    10.179963    42.576016
 2709.000000    10.181583    42.577106
 2710.000000    10.183052    42.583799
 2711.000000    10.184679    42.578557
 2712.000000    10.185364    42.578093
 2713.000000    10.186098    42.585922
 2714.000000    10.187782    42.589928
 2715.000000    10.189372    42.583364
 2716.000000    10.190076    42.595926
 2717.000000    10.191153    42.590393
 2718.000000    10.192511    42.598715
 2719.000000    10.193596    42.596930
 2720.000000    10.194546    42.604862
 2721.000000    10.196623    42.606427
 2722.000000    10.196755    42.604742
 2723.000000    10.199216    42.605418
 2724.000000    10.198945    42.610193
 2725.000000    10.200429    42.611910
 2726.000000    10.201104    42.618330
 2727.000000    10.202168    42.616928
 2728.000000    10.204845    42.626364
 2729.000000    10.204394    42.623759
 2730.000000    10.205647    42.625744
 2731.000000    10.207219    42.631474
 2732.000000    10.207635    42.633578
 2733.000000    10.208103    42.637890
 2734.000000    10.209313    42.641227
 2735.000000    10.210950    42.653126
 2736.000000    10.212495    42.653038
 2737.000000    10.213156    42.652566
 2738.000000    10.215090    42.663938
 2739.000000    10.215620    42.663764
 2740.000000    10.217801    42.669534
 2741.000000    10.218490    42.674224
 2742.000000    10.220490    42.672110
 2743.000000    10.221391    42.678417
 2744.000000    10.221559    42.686993
 2745.000000    10.223709    42.685200
 2746.000000    10.225289    42.692855
 2747.000000    10.224925    42.698886
 2748.000000    10.227393    42.703960
 2749.000000    10.229195    42.708195
 2750.000000    10.228812    42.714753
 2751.000000    10.232748    42.718520
 2752.000000    10.232490    42.719710
 2753.000000    10.235046    42.729424
 2754.000000    10.236690    42.724316
 2755.000000    10.237705    42.728701
 2756.000000    10.238700    42.730727
 2757.000000    10.239842    42.735574
 2758.000000    10.240685    42.737404
 2759.000000    10.242255    42.744888
 2760.000000    10.243830    42.746546
 2761.000000    10.244261    42.746863
 2762.000000    10.245885    42.751674
 2763.000000    10.246179    42.757667
 2764.000000    10.248934    42.763127
 2765.000000    10.249620    42.759855
 2766.000000    10.249899    42.766326
 2767.000000    10.251995    42.778239
 2768.000000    10.252924    42.775761
 2769.000000    10.254483    42.779285
 2770.000000    10.256049    42.790529
 2771.000000    10.255930    42.784747
 2772.000000    10.257415    42.790256
 2773.000000    10.258587    42.799618
 2774.000000    10.260006    42.800958
 2775.000000    10.260718    42.805889
 2776.000000    10.263090    42.804567
 2777.000000    10.263180    42.810953
 2778.000000    10.264929    42.813726
 2779.000000    10.266154    42.819006
 2780.000000    10.268299    42.822530
 2781.000000    10.267823    42.820871
 2782.000000    10.269238    42.827614
 2783.000000    10.269326    42.841535
 2784.000000    10.272385    42.849141
 2785.000000    10.273330    42.852757
 2786.000000    10.274182    42.850769
 2787.000000    10.275969    42.858267
 2788.000000    10.276395    42.869547
 2789.000000    10.277846    42.868130
 2790.000000    10.280314    42.878931
 2791.000000    10.281670    42.874217
 2792.000000    10.281617    42.871653
 2793.000000    10.282818    42.887269
 2794.000000    10.283384    42.891710
 2795.000000    10.285856    42.895687
 2796.000000    10.286944    42.900481
 2797.000000    10.287153    42.902397
 2798.000000    10.288876    42.909637
 2799.000000    10.289853    42.918280
 2800.000000    10.292242    42.920597
 2801.000000    10.292228    42.920532
 2802.000000    10.293259    42.925929
 2803.000000    10.295820    42.935363
 2804.000000    10.295530    42.939254
 2805.000000    10.297477    42.936742
 2806.000000    10.299153    42.954036
 2807.000000    10.299180    42.942604
 2808.000000    10.301124    42.962783
 2809.000000    10.301998    42.963938
 2810.000000    10.303559    42.966039
 2811.000000    10.304682    42.976882
 2812.000000    10.305901    42.985846
 2813.000000    10.308304    42.979129
 2814.000000    10.309047    42.994237
 2815.000000    10.307768    42.992618
 2816.000000    10.311305    43.002128
 2817.000000    10.311936    43.019510
 2818.000000    10.313571    43.010607
 2819.000000    10.315150    43.022344
 2820.000000    10.316848    43.016161
 2821.000000    10.316525    43.028739
 2822.000000    10.318632    43.035364
 2823.000000    10.319812    43.029334
 2824.000000    10.320722    43.041211
 2825.000000    10.320856    43.045921
 2826.000000    10.323986    43.052884
 2827.000000    10.322827    43.055817
 2828.000000    10.325397    43.065574
 2829.000000    10.327089    43.068763
 2830.000000    10.327342    43.072343
 2831.000000    10.328234    43.083788
 2832.000000    10.329938    43.083067
 2833.000000    10.331215    43.098739
 2834.000000    10.331762    43.100531
 2835.000000    10.334159    43.109227
 2836.000000    10.335760    43.109714
 2837.000000    10.336749    43.120927
 2838.000000    10.336811    43.113909
 2839.000000    10.338989    43.127157
 2840.000000    10.340489    43.131047
 2841.000000    10.339249    43.137607
 2842.000000    10.342850    43.145333
 2843.000000    10.343952    43.154930
 2844.000000    10.345991    43.153959
 2845.000000    10.346709    43.162891
 2846.000000    10.347838    43.166257
 2847.000000    10.350441    43.170951
 2848.000000    10.349934    43.174487
 2849.000000    10.350648    43.182239
 2850.000000    10.351397    43.193082
 2851.000000    10.354794    43.198155
 2852.000000    10.354444    43.209864
 2853.000000    10.356192    43.206063
 2854.000000    10.358026    43.217329
 2855.000000    10.359525    43.221906
 2856.000000    10.359628    43.225895
 2857.000000    10.361162    43.237059
 2858.000000    10.362466    43.241600
 2859.000000    10.364267    43.244774
 2860.000000    10.364724    43.265806
 2861.000000    10.366636    43.264725
 2862.000000    10.369366    43.265546
 2863.000000    10.369301    43.275559
 2864.000000    10.369825    43.279313
 2865.000000    10.372348    43.287156
 2866.000000    10.372491    43.297119
 2867.000000    10.375036    43.303810
 2868.000000    10.376738    43.299572
 2869.000000    10.377428    43.308099
 2870.000000    10.377089    43.319090
 2871.000000    10.379721    43.319080
 2872.000000    10.380752    43.334961
 2873.000000    10.382949    43.335379
 2874.000000    10.383336    43.340557
 2875.000000    10.385336    43.349633
 2876.000000    10.387744    43.360900
 2877.000000    10.388496    43.356998
 2878.000000    10.390893    43.362708
 2879.000000    10.391418    43.368106
 2880.000000    10.391895    43.376495
 2881.000000    10.393072    43.379820
 2882.000000    10.394985    43.394002
 2883.000000    10.395502    43.391762
 2884.000000    10.397291    43.409504
 2885.000000    10.398765    43.409201
 2886.000000    10.399434    43.419231
 2887.000000    10.401649    43.421498
 2888.000000    10.402238    43.439488
 2889.000000    10.404627    43.437900
 2890.000000    10.405335    43.449558
 2891.000000    10.408206    43.453761
 2892.000000    10.408447    43.460433
 2893.000000    10.409583    43.465536
 2894.000000    10.411802    43.474189
 2895.000000    10.412446    43.482258
 2896.000000    10.413539    43.489016
 2897.000000    10.416067    43.496394
 2898.000000    10.417231    43.498366
 2899.000000    10.417419    43.506175
 2900.000000    10.419362    43.513209
 2901.000000    10.419804    43.523841
 2902.000000    10.422815    43.526124
 2903.000000    10.422776    43.534975
 2904.000000    10.425639    43.539670
 2905.000000    10.426153    43.544243
 2906.000000    10.427505    43.557884
 2907.000000    10.430094    43.555450
 2908.000000    10.431594    43.559085
 2909.000000    10.430294    43.568939
 2910.000000    10.432653    43.579817
 2911.000000    10.436243    43.587933
 2912.000000    10.435192    43.591898
 2913.000000    10.437667    43.597180
 2914.000000    10.440341    43.601604
 2915.000000    10.440240    43.611314
 2916.000000    10.441779    43.618952
 2917.000000    10.443619    43.619037
 2918.000000    10.445339    43.635061
 2919.000000    10.447084    43.635891
 2920.000000    10.448347    43.640690
 2921.000000    10.450174    43.654294
 2922.000000    10.450582    43.648207
