freq [Hz]	dBv	Phase [deg]
260	89.276422	9.075224
261	89.265722	8.927298
262	89.264409	8.768523
263	89.25749	8.491396
264	89.242741	8.260714
265	89.224579	8.026064
266	89.204726	7.775799
267	89.17324	7.518935
268	89.122962	7.340891
269	89.07255	7.307162
270	89.034157	7.380063
271	89.011137	7.520953
272	89.001006	7.590204
273	88.993604	7.657309
274	88.986732	7.697244
275	88.985341	7.764751
276	88.988736	7.809691
277	88.993271	7.816154
278	88.99889	7.788134
279	88.988681	7.795903
280	88.985875	7.916781
281	89.006808	8.116258
282	89.054431	8.177191
283	89.102132	8.081679
284	89.147755	7.867232
285	89.179092	7.494714
286	89.186888	7.125774
287	89.176957	6.734237
288	89.147905	6.473629
289	89.117898	6.272683
290	89.089771	6.279625
291	89.082057	6.217536
292	89.077547	6.184218
293	89.0771	6.093458
294	89.074327	5.967715
295	89.06124	5.826649
296	89.044371	5.755474
297	89.02644	5.727132
298	89.013497	5.751069
299	89.011099	5.834592
300	89.024985	5.922319
301	89.050617	5.881865
302	89.077032	5.763668
303	89.092706	5.530272
304	89.092088	5.309792
305	89.078095	5.12776
306	89.063106	5.038018
307	89.063438	5.077777
308	89.08052	5.013179
309	89.092703	4.825659
310	89.101036	4.670271
311	89.103919	4.505302
312	89.114842	4.279608
313	89.114017	4.013258
314	89.102302	3.721894
315	89.07997	3.454645
316	89.048724	3.285123
317	89.02035	3.155586
318	88.995819	3.08156
319	88.975815	3.021539
320	88.957148	2.95306
321	88.941325	2.932605
322	88.930839	2.88881
323	88.923634	2.838227
324	88.91392	2.761859
325	88.907167	2.683825
326	88.895214	2.603277
327	88.88309	2.526398
328	88.874	2.481173
329	88.869696	2.420521
330	88.868648	2.300058
331	88.857073	2.13711
332	88.839185	1.990957
333	88.81484	1.888687
334	88.792584	1.829286
335	88.775766	1.778051
336	88.758667	1.717266
337	88.741459	1.634761
338	88.718545	1.576161
339	88.693782	1.530911
340	88.672618	1.539546
341	88.654808	1.557094
342	88.642954	1.530096
343	88.624477	1.495323
344	88.605518	1.464737
345	88.578519	1.443511
346	88.551928	1.459904
347	88.52447	1.523986
348	88.496516	1.607276
349	88.475239	1.763214
350	88.459161	1.941552
351	88.455074	2.116864
352	88.457604	2.266885
353	88.464289	2.366971
354	88.464814	2.427605
355	88.461426	2.502027
356	88.455825	2.619681
357	88.455062	2.78579
358	88.465322	3.00187
359	88.490492	3.153703
360	88.521444	3.250667
361	88.549244	3.256197
362	88.575114	3.244551
363	88.594707	3.210826
364	88.613678	3.177616
365	88.632668	3.153138
366	88.65625	3.091009
367	88.673451	3.015123
368	88.691355	2.898716
369	88.701086	2.78972
370	88.707357	2.695144
371	88.709118	2.644944
372	88.718994	2.630243
373	88.735581	2.614808
374	88.753754	2.56774
375	88.775513	2.502432
376	88.79882	2.411446
377	88.824851	2.272287
378	88.842078	2.09245
379	88.855588	1.922853
380	88.869357	1.775316
381	88.887287	1.607214
382	88.901175	1.408819
383	88.914865	1.194537
384	88.926437	0.968708
385	88.935383	0.722832
386	88.938995	0.462538
387	88.941154	0.196256
388	88.939202	-0.053696
389	88.936874	-0.320465
390	88.931475	-0.615946
391	88.917443	-0.913583
392	88.896869	-1.179055
393	88.872638	-1.42246
394	88.846711	-1.630341
395	88.819813	-1.795704
396	88.792742	-1.943995
397	88.76843	-2.066197
398	88.746672	-2.13731
399	88.735877	-2.208142
400	88.73024	-2.356824
401	88.722092	-2.550775
402	88.704176	-2.769677
403	88.678191	-2.970341
404	88.65562	-3.144208
405	88.626755	-3.304625
406	88.598068	-3.472491
407	88.567775	-3.609611
408	88.536148	-3.724219
409	88.507694	-3.849477
410	88.476803	-3.986336
411	88.437702	-4.110786
412	88.397636	-4.190901
413	88.359112	-4.229439
414	88.322012	-4.264555
415	88.284713	-4.259183
416	88.250301	-4.228551
417	88.223391	-4.164785
418	88.205992	-4.118651
419	88.191538	-4.112238
420	88.179423	-4.16101
421	88.162919	-4.23143
422	88.144531	-4.339524
423	88.119538	-4.473026
424	88.085906	-4.607113
425	88.045465	-4.719654
426	87.998557	-4.799911
427	87.948261	-4.82518
428	87.897619	-4.800152
429	87.849823	-4.740742
430	87.804025	-4.644098
431	87.760721	-4.518498
432	87.724659	-4.385688
433	87.689222	-4.246991
434	87.658517	-4.115414
435	87.627399	-3.986845
436	87.596122	-3.881686
437	87.561217	-3.768938
438	87.521275	-3.640042
439	87.477962	-3.46388
440	87.434528	-3.224198
441	87.397219	-2.932195
442	87.363649	-2.603793
443	87.339099	-2.217986
444	87.324862	-1.832472
445	87.322033	-1.447386
446	87.322633	-1.076782
447	87.332729	-0.736185
448	87.351515	-0.406094
449	87.374795	-0.123459
450	87.402828	0.053021
451	87.423632	0.210854
452	87.441542	0.34605
453	87.45906	0.469377
454	87.476058	0.577582
455	87.486506	0.659586
456	87.495031	0.776682
457	87.503964	0.915427
458	87.515634	1.04819
459	87.530416	1.195301
460	87.544929	1.315595
461	87.562712	1.453859
462	87.578194	1.551635
463	87.593065	1.677477
464	87.610911	1.819334
465	87.632544	1.967469
466	87.662165	2.083016
467	87.690536	2.162665
468	87.716041	2.213444
469	87.741061	2.285496
470	87.766173	2.349526
471	87.796003	2.434961
472	87.830582	2.517763
473	87.874045	2.548395
474	87.920917	2.502754
475	87.961271	2.400168
476	87.994092	2.269379
477	88.022793	2.098464
478	88.043621	1.976098
479	88.064233	1.846372
480	88.087022	1.71422
481	88.105781	1.568615
482	88.124236	1.395082
483	88.131322	1.20577
484	88.134904	1.089667
485	88.139212	0.998616
486	88.15266	0.940818
487	88.170961	0.828831
488	88.183627	0.693632
489	88.201077	0.531656
490	88.209141	0.380765
491	88.217407	0.201541
492	88.22845	0.063711
493	88.239866	-0.108183
494	88.247531	-0.326462
495	88.256333	-0.557459
496	88.254681	-0.789407
497	88.245359	-1.028136
498	88.234228	-1.237811
499	88.224345	-1.413874
500	88.208662	-1.554884
501	88.192036	-1.694399
502	88.186514	-1.811946
503	88.181082	-1.915639
504	88.176725	-2.053394
505	88.172908	-2.228947
506	88.168144	-2.443919
507	88.156856	-2.666784
508	88.13541	-2.892873
509	88.10851	-3.088755
510	88.08243	-3.249892
511	88.051758	-3.401759
512	88.023115	-3.521276
513	87.991321	-3.623208
514	87.9582	-3.707142
515	87.929312	-3.727816
516	87.907657	-3.777189
517	87.885688	-3.846815
518	87.862472	-3.917072
519	87.833335	-4.017353
520	87.805085	-4.080197
521	87.773361	-4.14811
522	87.735143	-4.206482
523	87.699963	-4.207807
524	87.663192	-4.195801
525	87.630246	-4.18534
526	87.59461	-4.157495
527	87.557129	-4.123611
528	87.51554	-4.039274
529	87.478609	-3.895504
530	87.449997	-3.706336
531	87.433469	-3.538379
532	87.420434	-3.422546
533	87.405452	-3.335612
534	87.388089	-3.29443
535	87.360883	-3.220391
536	87.332121	-3.123837
537	87.303746	-2.984851
538	87.271379	-2.830995
539	87.251491	-2.574008
540	87.228285	-2.38167
541	87.210429	-2.120043
542	87.201809	-1.835562
543	87.199323	-1.556146
544	87.204753	-1.308198
545	87.213452	-1.078001
546	87.224822	-0.883988
547	87.234546	-0.700441
548	87.246531	-0.523262
549	87.263108	-0.332836
550	87.284636	-0.159917
551	87.312464	-0.049374
552	87.339518	-0.036784
553	87.353504	-0.01001
554	87.364692	0.034909
555	87.379213	0.050837
556	87.393168	0.094459
557	87.401225	0.095022
558	87.415367	0.110171
559	87.412238	0.132653
560	87.423597	0.195403
561	87.431276	0.251994
562	87.445104	0.323408
563	87.460405	0.346959
564	87.472919	0.391129
565	87.489182	0.432125
566	87.513136	0.474827
567	87.541744	0.44441
568	87.568075	0.369414
569	87.586659	0.216695
570	87.600559	0.05422
571	87.603983	-0.1127
572	87.597466	-0.266078
573	87.590494	-0.391497
574	87.575725	-0.477058
575	87.560598	-0.522992
576	87.548172	-0.520879
577	87.5372	-0.498321
578	87.53259	-0.470301
579	87.530034	-0.403775
580	87.532948	-0.366075
581	87.543806	-0.337435
582	87.554625	-0.404292
583	87.557497	-0.466316
584	87.54899	-0.553447
585	87.539489	-0.557593
586	87.53631	-0.539758
587	87.540375	-0.53668
588	87.531892	-0.579108
589	87.523957	-0.586437
590	87.522214	-0.517143
591	87.521206	-0.470089
592	87.528346	-0.441542
593	87.535375	-0.47447
594	87.537029	-0.462876
595	87.537287	-0.447376
596	87.542957	-0.463646
597	87.548039	-0.43056
598	87.551352	-0.40036
599	87.564442	-0.363518
600	87.587538	-0.269902
601	87.62794	-0.355094
602	87.669961	-0.549671
603	87.683831	-0.917134
604	87.681418	-1.333708
605	87.647595	-1.606504
606	87.60275	-1.792237
607	87.573351	-1.843066
608	87.539122	-1.836325
609	87.5205	-1.807358
610	87.505263	-1.759518
611	87.503917	-1.723857
612	87.50508	-1.759535
613	87.504233	-1.870076
614	87.492648	-2.004609
615	87.476623	-2.141982
616	87.449943	-2.249037
617	87.421074	-2.346504
618	87.386819	-2.377977
619	87.354261	-2.367576
620	87.322198	-2.354946
621	87.288887	-2.265775
622	87.261585	-2.142874
623	87.243971	-2.000665
624	87.236001	-1.886395
625	87.227414	-1.836412
626	87.213686	-1.814942
627	87.195772	-1.785217
628	87.172677	-1.717343
629	87.148649	-1.637579
630	87.133023	-1.504904
631	87.115773	-1.390834
632	87.102418	-1.301443
633	87.079457	-1.206973
634	87.055666	-1.050115
635	87.033452	-0.835285
636	87.01973	-0.561957
637	87.019081	-0.272519
638	87.031548	-0.013061
639	87.046818	0.204051
640	87.076183	0.36832
641	87.099375	0.442371
642	87.124058	0.444796
643	87.133793	0.388069
644	87.127884	0.345513
645	87.117046	0.382846
646	87.103364	0.509778
647	87.100277	0.692746
648	87.108538	0.884615
649	87.132414	1.0905
650	87.162929	1.17753
651	87.19413	1.158902
652	87.214559	1.095472
653	87.223114	1.048801
654	87.233454	1.005378
655	87.242747	0.970317
656	87.252474	0.931573
657	87.265074	0.839448
658	87.268346	0.672341
659	87.256027	0.517878
660	87.232087	0.415071
661	87.206978	0.371353
662	87.174408	0.370675
663	87.140169	0.488379
664	87.120391	0.688179
665	87.114309	0.884052
666	87.113279	1.004529
667	87.106201	1.138762
668	87.098283	1.324605
669	87.103178	1.545537
670	87.120495	1.755659
671	87.143751	1.863742
672	87.163996	1.933806
673	87.18022	1.977829
674	87.196365	1.968664
675	87.201485	1.959692
676	87.200118	1.975621
677	87.189309	2.079481
678	87.197146	2.258198
679	87.225554	2.477588
680	87.262341	2.524476
681	87.304758	2.379317
682	87.310679	2.184642
683	87.294371	2.075839
684	87.276898	2.093807
685	87.271273	2.260086
686	87.28272	2.437693
687	87.314753	2.517408
688	87.350248	2.475418
689	87.370687	2.339927
690	87.375006	2.135856
691	87.366655	2.028755
692	87.351044	1.95527
693	87.336265	1.968371
694	87.323626	2.011374
695	87.317032	2.075843
696	87.309508	2.17591
697	87.308563	2.304149
698	87.316966	2.442869
699	87.336889	2.552472
700	87.358671	2.593746
701	87.382389	2.567931
702	87.400863	2.445363
703	87.39771	2.285612
704	87.375659	2.228968
705	87.357674	2.304734
706	87.354194	2.463963
707	87.36117	2.551424
708	87.369825	2.648532
709	87.381454	2.753063
710	87.405084	2.80019
711	87.424914	2.780808
712	87.439299	2.726749
713	87.450085	2.637538
714	87.452915	2.573481
715	87.445096	2.458158
716	87.430064	2.454484
717	87.419187	2.525243
718	87.411628	2.599746
719	87.408659	2.709068
720	87.409926	2.824046
721	87.41416	2.936844
722	87.418352	3.068293
723	87.428058	3.228749
724	87.446306	3.403795
725	87.473484	3.537344
726	87.509422	3.693051
727	87.555855	3.727716
728	87.605617	3.671487
729	87.642564	3.518664
730	87.674492	3.336226
731	87.693766	3.106344
732	87.702101	2.862287
733	87.690784	2.69715
734	87.679443	2.618322
735	87.679871	2.64846
736	87.696327	2.655406
737	87.716651	2.526596
738	87.732092	2.315783
739	87.725514	2.098561
740	87.703206	1.886658
741	87.679656	1.772111
742	87.640883	1.770052
743	87.607848	1.862146
744	87.594766	2.085665
745	87.594061	2.310489
746	87.605872	2.486061
747	87.631986	2.679254
748	87.664616	2.827262
749	87.71343	2.831939
750	87.761278	2.749869
751	87.793268	2.543991
752	87.814978	2.308324
753	87.827667	2.113137
754	87.838858	1.887694
755	87.843957	1.636071
756	87.833329	1.375688
757	87.817918	1.185542
758	87.795983	1.026083
759	87.774513	0.906132
760	87.747553	0.841947
761	87.720179	0.843614
762	87.703865	0.91844
763	87.698794	1.004853
764	87.701207	1.043637
765	87.706501	1.06027
766	87.717156	1.037336
767	87.72301	0.961111
768	87.729031	0.831105
769	87.722739	0.687008
770	87.703069	0.551874
771	87.68196	0.503392
772	87.66254	0.504449
773	87.648301	0.510868
774	87.63339	0.555515
775	87.625333	0.601841
776	87.622335	0.654159
777	87.625094	0.670905
778	87.6259	0.637525
779	87.620828	0.584526
780	87.612814	0.544706
781	87.599169	0.510774
782	87.583783	0.513633
783	87.571577	0.573518
784	87.56728	0.618664
785	87.56369	0.64816
786	87.563294	0.645023
787	87.55705	0.62694
788	87.547614	0.613158
789	87.538363	0.609417
790	87.5281	0.605972
791	87.513211	0.604964
792	87.496795	0.629537
793	87.478566	0.668355
794	87.4618	0.774911
795	87.450445	0.881479
796	87.444008	0.967593
797	87.433842	1.076601
798	87.424185	1.164242
799	87.415106	1.321498
800	87.413343	1.491923
801	87.416296	1.634008
802	87.4239	1.765206
803	87.429662	1.880336
804	87.434089	2.009207
805	87.448322	2.138467
806	87.464328	2.228898
807	87.479498	2.286459
808	87.493465	2.3104
809	87.503189	2.351472
810	87.511076	2.387185
811	87.524395	2.41555
812	87.531763	2.463004
813	87.545982	2.476667
814	87.559253	2.480421
815	87.566617	2.427713
816	87.566078	2.393768
817	87.565134	2.398999
818	87.559215	2.392957
819	87.552403	2.442848
820	87.544509	2.505299
821	87.537915	2.636036
822	87.539338	2.792702
823	87.546828	2.962398
824	87.566078	3.113485
825	87.583802	3.234989
826	87.608458	3.32411
827	87.632601	3.380989
828	87.655866	3.419769
829	87.674565	3.430089
830	87.694848	3.434699
831	87.709709	3.492084
832	87.732635	3.510419
833	87.759765	3.532277
834	87.78331	3.510318
835	87.807772	3.456772
836	87.827537	3.408087
837	87.847602	3.340734
838	87.864569	3.26403
839	87.880326	3.197591
840	87.894119	3.110616
841	87.907715	3.0205
842	87.91763	2.927552
843	87.923559	2.82995
844	87.927893	2.752141
845	87.930524	2.690048
846	87.93075	2.63376
847	87.93416	2.625839
848	87.937044	2.593996
849	87.942694	2.589545
850	87.947011	2.597831
851	87.957732	2.61453
852	87.974214	2.614371
853	87.988496	2.579105
854	88.003825	2.523668
855	88.016722	2.477035
856	88.027892	2.390693
857	88.03953	2.331489
858	88.044586	2.2659
859	88.056377	2.20823
860	88.063862	2.15281
861	88.074925	2.083908
862	88.081037	2.012124
863	88.090792	1.954174
864	88.093857	1.889045
865	88.10457	1.854832
866	88.115054	1.810638
867	88.131714	1.73949
868	88.143745	1.639159
869	88.156864	1.514492
870	88.163424	1.383572
871	88.16839	1.232748
872	88.164939	1.122562
873	88.163475	1.007614
874	88.162217	0.950318
875	88.158906	0.865
876	88.163247	0.810131
877	88.162254	0.739797
878	88.166089	0.659673
879	88.166911	0.590994
880	88.1699	0.506905
881	88.170334	0.422573
882	88.170602	0.318269
883	88.167584	0.245508
884	88.163347	0.174109
885	88.161761	0.12204
886	88.161357	0.076501
887	88.164287	0.02538
888	88.165776	-0.033517
889	88.170845	-0.107012
890	88.173253	-0.186679
891	88.176326	-0.278809
892	88.177291	-0.377355
893	88.180855	-0.485462
894	88.176049	-0.616418
895	88.173343	-0.734797
896	88.163504	-0.851015
897	88.155393	-0.943573
898	88.141001	-1.039987
899	88.133187	-1.087001
900	88.118506	-1.142027
901	88.112903	-1.172758
902	88.104272	-1.199762
903	88.100815	-1.248746
904	88.096088	-1.28992
905	88.089922	-1.361957
906	88.082637	-1.413718
907	88.071351	-1.475127
908	88.061536	-1.51428
909	88.048412	-1.525835
910	88.039841	-1.510378
911	88.036241	-1.506845
912	88.032647	-1.493576
913	88.033983	-1.508108
914	88.03505	-1.522904
915	88.035883	-1.579316
916	88.033602	-1.635687
917	88.02889	-1.679254
918	88.024138	-1.744001
919	88.017684	-1.770651
920	88.01172	-1.819049
921	88.005707	-1.840597
922	87.999023	-1.875006
923	87.993884	-1.898244
924	87.988292	-1.916118
925	87.983463	-1.935573
926	87.980024	-1.956979
927	87.975976	-1.978438
928	87.972408	-2.010124
929	87.967575	-2.036302
930	87.962519	-2.055601
931	87.960362	-2.078629
932	87.955435	-2.1147
933	87.952004	-2.150218
934	87.94368	-2.185169
935	87.936895	-2.215297
936	87.927344	-2.213213
937	87.923023	-2.220506
938	87.914878	-2.225231
939	87.912349	-2.213509
940	87.906433	-2.214222
941	87.906121	-2.207165
942	87.902923	-2.225544
943	87.899252	-2.230297
944	87.895746	-2.232892
945	87.891576	-2.219559
946	87.892196	-2.192214
947	87.895829	-2.179776
948	87.901251	-2.190603
949	87.90826	-2.211806
950	87.913521	-2.277115
951	87.916446	-2.347014
952	87.914614	-2.438575
953	87.908449	-2.515509
954	87.901792	-2.575103
955	87.891585	-2.624942
956	87.884113	-2.649643
957	87.874138	-2.677046
958	87.869555	-2.674558
959	87.862851	-2.695699
960	87.859549	-2.692839
961	87.855877	-2.723933
962	87.853715	-2.737773
963	87.848206	-2.778678
964	87.843254	-2.812389
965	87.833705	-2.839659
966	87.826024	-2.843045
967	87.818131	-2.839132
968	87.814752	-2.820726
969	87.811152	-2.818947
970	87.809581	-2.821017
971	87.807664	-2.833397
972	87.803727	-2.846687
973	87.799926	-2.856348
974	87.795977	-2.850486
975	87.79426	-2.851039
976	87.794213	-2.848262
977	87.795734	-2.867945
978	87.792785	-2.895012
979	87.793141	-2.918087
980	87.788784	-2.944035
981	87.787467	-2.966534
982	87.781366	-2.980564
983	87.782358	-2.98002
984	87.781337	-2.990987
985	87.783608	-3.023867
986	87.783436	-3.056899
987	87.783715	-3.108541
988	87.779718	-3.16982
989	87.773603	-3.212443
990	87.767832	-3.235256
991	87.763678	-3.262012
992	87.760667	-3.276832
993	87.758165	-3.315702
994	87.754517	-3.331739
995	87.755153	-3.373436
996	87.752236	-3.397891
997	87.753538	-3.470183
998	87.749988	-3.521153
999	87.746297	-3.622948
1000	87.738337	-3.67113
1001	87.728241	-3.777353
1002	87.714481	-3.813992
1003	87.704141	-3.864359
1004	87.689673	-3.902836
1005	87.677662	-3.924998
1006	87.66559	-3.942299
1007	87.655098	-3.952946
1008	87.646253	-3.968007
1009	87.634309	-3.994095
1010	87.625114	-3.996049
1011	87.614603	-4.011137
1012	87.604926	-4.020837
1013	87.594003	-4.035438
1014	87.583569	-4.03909
1015	87.572568	-4.035528
1016	87.56215	-4.036226
1017	87.553411	-4.020945
1018	87.546149	-4.02202
1019	87.537985	-4.029661
1020	87.52895	-4.038225
1021	87.520519	-4.049725
1022	87.509338	-4.060879
1023	87.499184	-4.06651
1024	87.488647	-4.069305
1025	87.476622	-4.088645
1026	87.462179	-4.066615
1027	87.450985	-4.06295
1028	87.439928	-4.027252
1029	87.430187	-4.028863
1030	87.4188	-4.013971
1031	87.406887	-4.007399
1032	87.394803	-3.985416
1033	87.382014	-3.966955
1034	87.370363	-3.943835
1035	87.357158	-3.920937
1036	87.344795	-3.876983
1037	87.331969	-3.847897
1038	87.321085	-3.800419
1039	87.309832	-3.761653
1040	87.298288	-3.734316
1041	87.284891	-3.699363
1042	87.268288	-3.662187
1043	87.250583	-3.583208
1044	87.236207	-3.488761
1045	87.226916	-3.380023
1046	87.216334	-3.29284
1047	87.210605	-3.184716
1048	87.20289	-3.111732
1049	87.196074	-3.019589
1050	87.187982	-2.933854
1051	87.178502	-2.832191
1052	87.172564	-2.710345
1053	87.168918	-2.580786
1054	87.167743	-2.461003
1055	87.170012	-2.341524
1056	87.172476	-2.237483
1057	87.176781	-2.136515
1058	87.183076	-2.052322
1059	87.187448	-1.986447
1060	87.191392	-1.927363
1061	87.194146	-1.85646
1062	87.195617	-1.807252
1063	87.198598	-1.719188
1064	87.201957	-1.656346
1065	87.205736	-1.58407
1066	87.212468	-1.512918
1067	87.217658	-1.468485
1068	87.221136	-1.408431
1069	87.227187	-1.352365
1070	87.230776	-1.297382
1071	87.236958	-1.226968
1072	87.245027	-1.175045
1073	87.253708	-1.12282
1074	87.260878	-1.083517
1075	87.271599	-1.044157
1076	87.277847	-1.020588
1077	87.288276	-0.988018
1078	87.295846	-0.979149
1079	87.302104	-0.960276
1080	87.311498	-0.934952
1081	87.317374	-0.934102
1082	87.327171	-0.923199
1083	87.332225	-0.931338
1084	87.337887	-0.932253
1085	87.342507	-0.925087
1086	87.34838	-0.917997
1087	87.354503	-0.914621
1088	87.360431	-0.920382
1089	87.366509	-0.909845
1090	87.373415	-0.927319
1091	87.379011	-0.929119
1092	87.385455	-0.94416
1093	87.389453	-0.9553
1094	87.396531	-0.963275
1095	87.403395	-0.979021
1096	87.409645	-1.003393
1097	87.416088	-1.039588
1098	87.422649	-1.085679
1099	87.425579	-1.130151
1100	87.429016	-1.184202
1101	87.429179	-1.237892
1102	87.431364	-1.282852
1103	87.430091	-1.330853
1104	87.429872	-1.386615
1105	87.427452	-1.428191
1106	87.424084	-1.482937
1107	87.420436	-1.511593
1108	87.41556	-1.556754
1109	87.410777	-1.58403
1110	87.404628	-1.605446
1111	87.401002	-1.62296
1112	87.394966	-1.642293
1113	87.39154	-1.655724
1114	87.387467	-1.66681
1115	87.382327	-1.692495
1116	87.378885	-1.706129
1117	87.37227	-1.719827
1118	87.368293	-1.732167
1119	87.363192	-1.748865
1120	87.359592	-1.751367
1121	87.352539	-1.784989
1122	87.3488	-1.791129
1123	87.341442	-1.811467
1124	87.334966	-1.820843
1125	87.328145	-1.840111
1126	87.319457	-1.857284
1127	87.310457	-1.853625
1128	87.301282	-1.869835
1129	87.289051	-1.852886
1130	87.28133	-1.845763
1131	87.268088	-1.813381
1132	87.263215	-1.796908
1133	87.250519	-1.763181
1134	87.244875	-1.733517
